"User_ID","Product_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Product_Category_1","Product_Category_2","Product_Category_3"
1004955,"P00284042","M","55+",13,"C","1",0,8,17,NA
1000319,"P00013942","F","51-55",6,"B","3",1,5,NA,NA
1005595,"P00031842","M","26-35",20,"B","1",0,1,5,12
1005553,"P00129842","M","36-45",3,"C","3",0,6,8,15
1000799,"P00328342","F","26-35",5,"C","3",1,5,NA,NA
1004339,"P00046742","M","26-35",2,"C","3",0,1,2,15
1004514,"P00059442","M","18-25",3,"C","2",1,6,8,16
1001680,"P00282742","M","26-35",20,"A","3",1,5,NA,NA
1001323,"P00110042","F","36-45",2,"C","1",0,5,14,NA
1000710,"P00196442","M","26-35",20,"A","4+",0,5,NA,NA
1000041,"P00025442","F","18-25",4,"C","3",0,1,2,9
1000308,"P00062842","M","26-35",2,"A","3",1,1,2,13
1005338,"P00220142","M","26-35",17,"C","4+",0,1,15,NA
1002885,"P00068942","F","18-25",1,"A","2",0,5,NA,NA
1005738,"P00058042","M","26-35",12,"A","1",1,8,16,NA
1004058,"P00277642","M","26-35",6,"B","3",1,2,3,10
1003961,"P00246442","M","26-35",1,"C","1",0,15,NA,NA
1000666,"P00158742","F","18-25",0,"C","2",0,5,8,NA
1002909,"P00227142","M","26-35",7,"A","1",0,5,NA,NA
1003526,"P00315542","M","36-45",2,"B","1",1,5,NA,NA
1002599,"P00358442","M","26-35",12,"B","2",0,1,15,NA
1003600,"P00289942","M","36-45",20,"B","4+",1,3,4,5
1003410,"P00011942","M","36-45",1,"B","3",1,8,13,14
1001059,"P00210542","F","26-35",0,"B","3",0,5,NA,NA
1005942,"P00257542","M","46-50",1,"C","4+",0,5,NA,NA
1002967,"P00113742","M","26-35",0,"A","1",0,5,14,NA
1000838,"P00310242","M","51-55",17,"C","0",0,7,NA,NA
1003545,"P00086242","M","36-45",12,"B","2",0,10,NA,NA
1005888,"P00188442","M","26-35",20,"B","1",0,5,7,NA
1000551,"P00312142","M","36-45",20,"A","4+",1,8,NA,NA
1004953,"P00162042","M","36-45",12,"B","4+",0,1,6,NA
1000509,"P00014642","M","26-35",2,"A","0",1,8,14,17
1002605,"P00028842","M","36-45",7,"C","0",1,6,8,NA
1003487,"P00294542","M","18-25",4,"A","1",1,8,NA,NA
1005574,"P00248942","M","26-35",0,"B","4+",0,1,6,14
1003054,"P00177442","M","18-25",4,"B","1",1,1,6,8
1001952,"P00307342","M","36-45",1,"B","1",1,8,NA,NA
1004183,"P00125542","M","26-35",1,"B","4+",0,6,16,NA
1005310,"P00184942","F","55+",1,"C","3",0,1,8,17
1002133,"P00016442","F","0-17",10,"C","3",0,2,4,8
1002913,"P00323942","F","36-45",20,"B","3",1,8,15,NA
1004345,"P00266042","F","26-35",14,"B","1",0,8,NA,NA
1000555,"P00074142","M","18-25",4,"B","4+",0,3,4,12
1004836,"P00350342","F","46-50",16,"C","3",1,1,6,NA
1004869,"P00283942","F","46-50",6,"C","3",1,5,NA,NA
1003747,"P00058042","M","46-50",13,"C","1",1,8,16,NA
1003261,"P00044442","M","46-50",20,"B","1",1,1,16,NA
1001496,"P00183042","M","26-35",17,"A","2",0,15,16,NA
1002752,"P00259842","M","26-35",15,"A","2",0,1,14,16
1004072,"P00110942","M","51-55",6,"B","4+",0,1,2,NA
1001169,"P00121342","M","26-35",20,"B","3",0,1,5,18
1001387,"P00002142","F","51-55",13,"B","1",1,1,5,8
1000336,"P00333542","M","18-25",0,"C","4+",0,8,NA,NA
1000731,"P00362342","M","46-50",3,"A","0",1,5,NA,NA
1002995,"P00124242","M","26-35",15,"A","4+",0,11,14,NA
1002472,"P00101842","M","26-35",18,"A","1",1,6,16,NA
1001142,"P00113242","M","18-25",1,"B","1",0,1,6,8
1005654,"P00075442","M","26-35",4,"A","3",1,5,11,NA
1000570,"P00161442","M","26-35",4,"A","4+",0,5,14,NA
1000647,"P00155142","M","36-45",12,"B","1",1,1,16,NA
1004420,"P00310842","M","26-35",15,"C","3",1,6,8,10
1005643,"P00085642","F","36-45",1,"A","3",1,5,14,NA
1004855,"P00138842","M","26-35",12,"B","1",0,5,NA,NA
1004532,"P00001142","M","26-35",7,"A","2",0,5,8,14
1001865,"P00212742","F","18-25",1,"B","2",0,5,NA,NA
1001587,"P00274942","F","26-35",3,"B","3",0,8,NA,NA
1000377,"P00034742","M","26-35",17,"B","2",0,5,14,17
1004049,"P00196042","M","46-50",11,"A","3",1,4,9,15
1001912,"P00276342","M","26-35",4,"A","1",1,5,NA,NA
1005480,"P00243242","F","26-35",14,"B","0",1,11,14,NA
1000236,"P00116842","M","26-35",5,"B","2",0,2,5,8
1000128,"P00293942","M","55+",6,"A","1",1,8,17,NA
1000302,"P00248142","M","18-25",4,"B","4+",0,5,NA,NA
1005682,"P00223142","M","18-25",0,"B","2",0,5,NA,NA
1000721,"P00316442","F","36-45",9,"B","1",0,5,14,NA
1003842,"P00196742","F","36-45",16,"B","4+",0,8,NA,NA
1004291,"P00143342","M","36-45",14,"A","1",0,1,14,16
1000714,"P00182642","M","18-25",4,"B","2",0,2,4,9
1005851,"P00288042","F","18-25",20,"A","0",1,8,NA,NA
1000311,"P00028842","M","18-25",4,"C","3",1,6,8,NA
1004041,"P00359942","M","18-25",3,"B","2",0,11,NA,NA
1003892,"P00207942","M","26-35",20,"A","0",0,6,8,NA
1004379,"P00032442","M","26-35",4,"B","3",0,5,NA,NA
1002331,"P00248342","M","55+",1,"A","1",1,8,13,NA
1005283,"P00316842","M","18-25",2,"C","1",1,4,5,NA
1002849,"P00291742","M","46-50",11,"A","3",0,5,NA,NA
1000551,"P00352142","M","36-45",20,"A","4+",1,1,6,16
1003825,"P00017042","M","18-25",1,"B","0",0,8,NA,NA
1000123,"P00207342","M","36-45",9,"B","4+",1,5,8,14
1004556,"P00085942","M","46-50",16,"C","4+",0,2,4,8
1002880,"P00222142","M","18-25",12,"A","3",0,5,13,NA
1003032,"P00157142","M","26-35",0,"A","1",1,11,16,NA
1004977,"P00331942","M","26-35",4,"B","2",0,5,NA,NA
1005169,"P00113142","F","51-55",4,"C","0",0,1,5,12
1003958,"P00268442","M","46-50",7,"C","1",0,8,17,NA
1004271,"P00113042","M","36-45",7,"B","2",0,11,16,NA
1002679,"P00117142","F","18-25",4,"A","2",0,2,17,NA
1000711,"P00181842","M","26-35",18,"A","4+",0,11,NA,NA
1005989,"P00321942","F","0-17",10,"C","3",0,5,NA,NA
1003390,"P00120242","F","46-50",20,"C","1",1,8,NA,NA
1002157,"P00030942","F","18-25",3,"C","0",0,4,5,9
1002324,"P00302842","M","36-45",17,"C","3",0,8,13,NA
1004779,"P00317542","M","46-50",3,"C","2",1,1,8,NA
1002446,"P00118442","M","18-25",7,"B","0",0,1,2,NA
1001564,"P00320742","M","51-55",1,"C","1",1,1,4,9
1000510,"P00073842","M","18-25",12,"C","3",0,1,15,17
1003272,"P00102142","M","36-45",0,"B","1",0,13,16,NA
1001592,"P00173042","M","36-45",7,"B","4+",1,13,15,16
1004879,"P00332342","M","26-35",3,"A","2",0,5,8,NA
1005954,"P00040742","M","46-50",11,"A","2",1,1,5,NA
1001117,"P00005042","M","18-25",14,"B","3",0,6,16,NA
1004705,"P00154642","F","18-25",0,"C","0",1,8,NA,NA
1003853,"P00286742","M","26-35",14,"B","1",1,1,16,NA
1000342,"P00042842","M","18-25",12,"C","4+",0,5,NA,NA
1000477,"P00270542","M","36-45",14,"A","1",0,1,6,8
1002394,"P00042142","M","36-45",6,"B","2",1,1,2,6
1004404,"P00187842","M","26-35",1,"B","1",0,1,16,NA
1003726,"P00162442","M","26-35",17,"C","3",1,1,16,NA
1003134,"P00214242","M","18-25",4,"A","1",1,1,16,NA
1000424,"P00198042","M","26-35",17,"A","3",0,11,16,NA
1002188,"P00145042","F","18-25",19,"B","4+",0,1,2,5
1002058,"P00312742","F","55+",1,"B","1",0,15,NA,NA
1003648,"P00024742","M","18-25",4,"B","1",0,8,11,NA
1002023,"P00013742","M","18-25",4,"B","2",1,5,NA,NA
1003416,"P00058042","M","26-35",12,"B","4+",1,8,16,NA
1002541,"P00212542","F","36-45",5,"B","1",1,8,14,NA
1003365,"P00110642","M","51-55",17,"C","3",1,5,NA,NA
1000121,"P00277442","M","36-45",7,"C","2",0,1,6,15
1004064,"P00197542","M","46-50",0,"A","1",1,5,NA,NA
1004732,"P00103042","M","26-35",14,"B","2",1,1,14,NA
1002855,"P00265242","M","26-35",4,"B","4+",0,5,8,NA
1001983,"P00073842","M","26-35",14,"A","3",0,1,15,17
1002010,"P00119042","M","18-25",4,"B","0",0,5,NA,NA
1004207,"P00260042","M","36-45",1,"C","4+",0,5,8,NA
1004194,"P0009942","M","18-25",4,"C","1",1,5,NA,NA
1002926,"P00161442","F","18-25",2,"B","1",0,5,14,NA
1001264,"P00084442","M","26-35",1,"A","3",0,13,16,NA
1004404,"P00216342","M","26-35",1,"B","1",0,3,4,5
1003336,"P00052842","M","36-45",17,"B","2",1,10,15,NA
1000093,"P00195742","M","26-35",17,"B","1",1,3,4,NA
1001941,"P00206642","M","36-45",17,"A","1",0,5,NA,NA
1005283,"P00278642","M","18-25",2,"C","1",1,5,NA,NA
1004058,"P00370342","M","26-35",6,"B","3",1,8,NA,NA
1005682,"P00033542","M","18-25",0,"B","2",0,5,NA,NA
1001194,"P00302742","F","26-35",1,"B","1",1,8,NA,NA
1002168,"P00110742","M","0-17",10,"B","4+",0,1,2,8
1005641,"P00070342","F","26-35",17,"C","2",1,1,2,14
1004344,"P00015642","M","26-35",1,"A","4+",0,8,16,17
1001279,"P00174442","M","36-45",1,"A","2",0,5,NA,NA
1000109,"P00089542","M","46-50",15,"C","1",1,5,NA,NA
1004917,"P00114442","M","46-50",0,"C","0",1,5,6,NA
1004048,"P00235242","F","36-45",1,"B","1",0,8,NA,NA
1004354,"P00087042","M","36-45",14,"B","2",0,10,14,16
1002105,"P00022442","M","26-35",1,"A","0",1,8,16,NA
1004979,"P00227142","M","36-45",2,"B","1",1,5,NA,NA
1004350,"P00193742","M","18-25",2,"C","4+",0,8,15,NA
1000643,"P00274942","M","26-35",2,"C","0",1,8,NA,NA
1001391,"P00026042","M","36-45",15,"C","0",1,8,14,17
1004584,"P00102642","F","46-50",0,"C","1",0,4,8,9
1005028,"P00283942","M","26-35",12,"C","3",1,5,NA,NA
1000244,"P00117442","M","51-55",7,"B","3",1,5,14,NA
1001966,"P00181842","M","26-35",20,"C","2",0,11,NA,NA
1004384,"P00010842","M","26-35",0,"B","0",1,8,16,NA
1003196,"P00196342","F","18-25",4,"C","4+",0,2,9,14
1000102,"P00116042","M","36-45",19,"C","3",0,8,NA,NA
1000314,"P00230842","F","55+",9,"C","1",0,8,NA,NA
1000117,"P0098342","M","26-35",17,"A","2",1,1,2,NA
1005281,"P0095742","M","26-35",2,"A","2",0,4,5,NA
1001810,"P00178542","M","51-55",13,"A","1",1,8,13,NA
1001448,"P00140042","F","26-35",3,"A","1",0,1,16,NA
1004064,"P00121342","M","46-50",0,"A","1",1,1,5,18
1003661,"P00119642","M","36-45",12,"C","0",1,1,2,8
1000984,"P00249842","M","51-55",16,"A","2",1,8,NA,NA
1001694,"P00304142","M","26-35",12,"B","3",1,5,11,NA
1002171,"P00294542","M","36-45",0,"A","3",0,8,NA,NA
1000509,"P00243242","M","26-35",2,"A","0",1,11,14,NA
1004738,"P00105442","M","55+",1,"C","1",0,11,NA,NA
1005611,"P00127642","F","36-45",7,"C","1",0,1,2,15
1005107,"P00189142","F","46-50",0,"B","0",0,8,NA,NA
1003621,"P00117142","M","18-25",4,"B","3",0,2,17,NA
1004001,"P00250842","F","26-35",1,"B","1",1,8,NA,NA
1002945,"P00001742","F","36-45",17,"C","4+",1,8,14,NA
1000133,"P00270242","F","26-35",0,"C","1",1,8,NA,NA
1005954,"P00084542","M","46-50",11,"A","2",1,5,NA,NA
1005806,"P00022642","F","51-55",1,"B","2",0,5,8,NA
1002211,"P00252542","M","46-50",6,"C","2",1,8,NA,NA
1001860,"P00110842","M","55+",16,"C","1",0,1,2,5
1001184,"P00210542","F","26-35",4,"C","1",1,5,NA,NA
1004425,"P00086142","M","36-45",7,"B","1",0,5,NA,NA
1003391,"P00303142","M","18-25",4,"A","0",0,5,NA,NA
1000557,"P00209642","M","55+",1,"A","3",0,15,16,17
1003824,"P00120342","M","26-35",17,"A","3",1,5,17,NA
1005054,"P00110442","M","36-45",2,"B","0",0,7,NA,NA
1000173,"P00301842","M","26-35",0,"B","1",1,5,NA,NA
1003462,"P00044142","F","26-35",4,"B","3",0,8,16,NA
1003894,"P00294842","M","36-45",16,"A","2",1,8,NA,NA
1001203,"P00364442","F","26-35",1,"A","3",0,1,2,9
1000474,"P00021342","M","26-35",17,"B","1",0,5,8,NA
1005292,"P00065042","M","26-35",0,"A","1",0,5,15,NA
1002265,"P00369042","M","55+",13,"C","1",1,8,16,NA
1005205,"P00250642","M","26-35",1,"B","0",1,11,NA,NA
1005916,"P00170642","M","51-55",20,"B","1",1,5,8,NA
1001680,"P00187442","M","26-35",20,"A","3",1,2,4,5
1005511,"P00127742","M","46-50",1,"B","1",1,1,2,15
1005349,"P00148642","F","51-55",2,"C","1",1,6,10,13
1002088,"P00086442","M","51-55",7,"A","1",1,8,13,15
1004887,"P00195942","M","18-25",2,"B","1",1,3,4,NA
1003610,"P00006442","M","18-25",6,"B","4+",0,5,NA,NA
1003688,"P00046742","M","18-25",6,"B","1",0,1,2,15
1002752,"P00003642","M","26-35",15,"A","2",0,8,NA,NA
1003487,"P00113342","M","18-25",4,"A","1",1,1,8,17
1000118,"P00191442","M","36-45",17,"C","4+",0,1,2,15
1002097,"P00158542","M","18-25",5,"C","0",0,5,6,13
1002570,"P00124642","F","55+",14,"C","0",1,16,NA,NA
1003074,"P00265242","M","26-35",0,"C","4+",1,5,8,NA
1001146,"P00045042","F","18-25",16,"B","2",1,6,8,16
1005596,"P00295442","M","36-45",12,"B","1",0,8,NA,NA
1002801,"P00268242","F","26-35",3,"A","1",1,5,14,NA
1004869,"P00118042","F","46-50",6,"C","3",1,8,NA,NA
1001606,"P00249042","F","36-45",3,"A","4+",0,7,NA,NA
1003476,"P00244542","M","51-55",0,"B","2",1,11,NA,NA
1003825,"P00015642","M","18-25",1,"B","0",0,8,16,17
1003507,"P00151242","M","26-35",0,"A","3",0,5,8,16
1003208,"P00079742","M","26-35",14,"B","4+",0,1,2,15
1005367,"P00054942","M","18-25",4,"A","1",0,5,8,NA
1004233,"P00043342","M","36-45",4,"C","0",0,8,14,NA
1000216,"P00139542","M","46-50",13,"B","1",0,5,NA,NA
1005686,"P00015842","M","55+",16,"A","1",1,1,14,16
1001426,"P00059442","M","18-25",14,"B","3",0,6,8,16
1003963,"P00158342","M","51-55",20,"A","2",0,8,NA,NA
1004190,"P00180042","M","46-50",17,"C","0",0,11,NA,NA
1001547,"P00295942","M","55+",13,"A","4+",1,2,5,15
1001329,"P00307342","M","18-25",14,"B","3",0,8,NA,NA
1003110,"P00034842","M","26-35",0,"B","3",1,5,14,NA
1003804,"P00348642","M","26-35",6,"B","3",0,5,11,NA
1004732,"P00182342","M","26-35",14,"B","2",1,1,5,6
1001430,"P00251442","M","18-25",4,"B","2",1,5,NA,NA
1003823,"P00088442","M","55+",7,"B","1",0,8,NA,NA
1003745,"P00042742","F","26-35",9,"C","4+",0,5,14,NA
1003715,"P00110742","M","18-25",5,"B","2",0,1,2,8
1004434,"P00293042","F","36-45",7,"A","1",0,8,NA,NA
1000303,"P00254642","M","26-35",7,"C","1",1,5,8,NA
1003705,"P00244042","M","46-50",7,"B","1",1,1,2,15
1002084,"P00131042","M","18-25",4,"C","2",0,8,NA,NA
1005344,"P00069542","F","51-55",1,"C","3",0,5,NA,NA
1004983,"P00282442","F","46-50",16,"A","1",1,5,8,18
1005916,"P00025642","M","51-55",20,"B","1",1,4,8,NA
1005903,"P00106742","M","26-35",11,"C","1",1,3,5,NA
1001980,"P00238342","M","36-45",7,"A","1",0,8,NA,NA
1004070,"P00279842","M","26-35",15,"C","2",0,8,NA,NA
1003825,"P00313442","M","18-25",1,"B","0",0,5,6,8
1004521,"P00271142","M","36-45",12,"B","1",0,5,NA,NA
1002638,"P00196642","M","26-35",14,"B","2",0,8,14,NA
1002093,"P00013942","M","18-25",0,"C","1",1,5,NA,NA
1002208,"P00115342","M","26-35",0,"C","1",0,5,8,14
1004669,"P00259342","M","36-45",7,"C","0",0,5,9,NA
1004308,"P00250942","M","26-35",0,"C","4+",0,11,16,NA
1002279,"P00176842","M","51-55",7,"B","2",1,12,14,NA
1000678,"P00109542","M","26-35",0,"A","0",1,8,14,17
1002926,"P00048442","F","18-25",2,"B","1",0,5,14,NA
1005305,"P00250342","F","18-25",4,"C","3",1,16,NA,NA
1000418,"P00089342","F","26-35",3,"B","0",1,8,NA,NA
1000199,"P00165842","M","18-25",4,"B","1",0,14,NA,NA
1002016,"P00141842","F","55+",2,"C","2",1,5,14,NA
1000036,"P00288642","M","26-35",3,"B","0",0,16,NA,NA
1005254,"P00037142","M","18-25",4,"C","1",1,1,2,5
1002860,"P00331342","M","36-45",17,"A","2",0,8,16,NA
1004718,"P00190142","M","36-45",7,"C","1",1,3,4,5
1000111,"P00288642","M","36-45",15,"C","3",0,16,NA,NA
1000092,"P00186642","F","18-25",4,"B","1",0,2,4,15
1003432,"P00359742","M","26-35",12,"C","4+",0,1,5,NA
1005787,"P00311642","M","26-35",20,"B","0",0,8,17,NA
1003479,"P00318742","M","18-25",4,"C","2",0,1,8,NA
1004224,"P00274042","F","46-50",1,"C","1",1,1,NA,NA
1004021,"P00348542","M","51-55",20,"B","1",1,1,16,NA
1002223,"P00032842","M","26-35",2,"B","0",1,8,NA,NA
1002266,"P00046142","F","51-55",2,"C","1",1,1,16,NA
1000869,"P00019142","M","18-25",20,"A","4+",1,11,15,NA
1000264,"P00222942","M","36-45",0,"B","1",1,1,2,8
1004855,"P00139942","M","26-35",12,"B","1",0,5,NA,NA
1002202,"P00303042","F","0-17",10,"C","2",0,5,NA,NA
1004721,"P00249542","M","36-45",11,"B","0",0,1,5,15
1001758,"P00230942","F","26-35",0,"B","1",0,5,14,NA
1005645,"P00145042","M","26-35",2,"B","3",0,1,2,5
1001065,"P00042742","F","26-35",0,"B","3",0,5,14,NA
1005752,"P00113942","F","55+",0,"B","3",1,8,NA,NA
1001701,"P00052842","F","26-35",4,"B","1",0,10,15,NA
1005999,"P00273342","F","26-35",1,"A","0",1,10,NA,NA
1000735,"P00084342","M","26-35",14,"A","3",0,13,16,NA
1005580,"P00218642","M","46-50",7,"B","4+",0,5,NA,NA
1001889,"P00145042","M","18-25",14,"B","2",0,1,2,5
1003626,"P00296442","M","26-35",17,"B","3",0,5,8,NA
1004499,"P00278642","M","26-35",6,"C","1",0,5,NA,NA
1005630,"P00303742","M","36-45",17,"B","1",0,8,NA,NA
1002526,"P00346342","M","55+",13,"B","4+",1,1,15,NA
1000396,"P00230842","M","26-35",1,"C","1",0,8,NA,NA
1003300,"P00271442","M","36-45",5,"B","1",0,18,NA,NA
1005847,"P00282042","F","18-25",4,"B","2",0,5,15,NA
1000859,"P00346842","M","26-35",12,"B","4+",1,11,NA,NA
1004634,"P00110842","M","51-55",20,"B","1",1,1,2,5
1005567,"P00302842","M","51-55",3,"B","0",1,8,13,NA
1001472,"P00128942","M","26-35",7,"C","1",0,1,11,NA
1000205,"P0096442","M","36-45",12,"A","1",0,4,5,12
1003041,"P00278642","M","26-35",4,"A","1",0,5,NA,NA
1001340,"P00053942","M","26-35",7,"A","2",0,1,2,5
1000146,"P00197042","F","36-45",20,"B","3",1,5,NA,NA
1000671,"P00198242","M","18-25",4,"C","0",0,2,4,9
1005636,"P00148642","M","26-35",7,"A","0",1,6,10,13
1003639,"P00258742","M","18-25",4,"C","1",0,5,NA,NA
1000524,"P00019042","M","18-25",0,"A","0",0,5,8,14
1003650,"P00025342","M","26-35",0,"A","2",0,6,8,16
1003240,"P00188042","M","18-25",4,"B","1",0,5,NA,NA
1003592,"P00302742","F","55+",2,"B","2",1,8,NA,NA
1004390,"P00042942","M","26-35",0,"B","2",0,1,15,NA
1003816,"P00189242","F","26-35",3,"A","1",1,5,NA,NA
1002030,"P00084842","M","26-35",4,"B","1",0,8,16,NA
1000802,"P00244142","M","26-35",16,"B","1",0,1,2,15
1001897,"P00113942","F","51-55",2,"A","1",1,8,NA,NA
1004098,"P00179642","M","36-45",7,"C","4+",0,11,NA,NA
1003428,"P00158542","M","46-50",1,"C","4+",1,5,6,13
1004257,"P00078742","M","51-55",16,"C","2",1,5,8,14
1001465,"P00105142","M","51-55",16,"B","4+",1,1,2,15
1005142,"P00111142","M","26-35",1,"B","1",1,1,15,16
1000869,"P00208342","M","18-25",20,"A","4+",1,1,16,NA
1000424,"P00112142","M","26-35",17,"A","3",0,1,2,14
1002776,"P00226342","M","26-35",14,"C","4+",0,11,15,NA
1004063,"P00351142","F","36-45",1,"C","4+",0,1,8,17
1000752,"P00126142","F","26-35",3,"A","3",0,8,16,NA
1003732,"P00071442","M","26-35",17,"B","0",1,15,17,NA
1005458,"P00220242","F","18-25",2,"A","1",0,3,12,NA
1003178,"P00324742","F","36-45",5,"A","4+",0,2,9,14
1005103,"P00129542","F","36-45",16,"C","1",0,8,14,NA
1004673,"P00120042","M","36-45",16,"B","2",1,1,2,NA
1002454,"P00220742","M","18-25",0,"B","1",0,2,4,9
1003193,"P00016842","M","26-35",0,"C","4+",1,1,2,15
1000947,"P00162642","M","18-25",0,"C","0",0,5,8,NA
1004476,"P00116242","M","46-50",1,"C","0",1,8,15,NA
1001676,"P00253142","M","18-25",4,"B","4+",0,1,2,5
1003623,"P00283042","M","36-45",11,"C","1",0,5,NA,NA
1005317,"P00024742","F","26-35",0,"A","1",0,8,11,NA
1001631,"P00198042","F","51-55",0,"C","4+",0,11,16,NA
1004682,"P00221042","M","26-35",7,"B","3",1,1,17,NA
1000352,"P00223942","M","18-25",4,"A","0",0,5,8,NA
1002656,"P00241642","M","55+",13,"C","2",1,1,2,11
1002042,"P00119642","M","0-17",10,"C","4+",0,1,2,8
1000992,"P00303242","F","36-45",3,"B","2",0,5,8,NA
1002465,"P00028842","M","51-55",6,"C","0",1,6,8,NA
1004580,"P00055042","F","55+",13,"C","0",1,8,NA,NA
1005541,"P00303342","M","55+",7,"C","1",0,1,16,NA
1001142,"P00057542","M","18-25",1,"B","1",0,3,4,5
1000533,"P00170342","M","26-35",12,"A","1",0,1,15,NA
1002555,"P00255542","M","55+",7,"C","2",0,5,NA,NA
1005156,"P00237542","M","18-25",14,"A","1",1,1,15,16
1005430,"P00070342","F","46-50",1,"B","1",1,1,2,14
1000195,"P00177442","M","26-35",12,"B","4+",1,1,6,8
1001706,"P00089142","M","26-35",20,"B","1",1,5,NA,NA
1001383,"P00202942","F","26-35",7,"A","1",0,16,NA,NA
1003735,"P00346142","M","26-35",0,"B","0",0,1,15,NA
1001806,"P00053942","M","18-25",4,"B","1",0,1,2,5
1004356,"P00111142","M","36-45",16,"C","0",1,1,15,16
1001853,"P00210942","M","51-55",0,"B","1",1,5,12,NA
1000018,"P00277642","F","18-25",3,"B","3",0,2,3,10
1005776,"P00282042","M","18-25",12,"B","3",1,5,15,NA
1001051,"P00032142","F","26-35",0,"A","0",1,5,11,NA
1001759,"P00173042","M","26-35",16,"C","0",1,13,15,16
1004888,"P00322942","F","55+",0,"B","4+",0,2,8,16
1001128,"P00299142","M","26-35",1,"A","2",0,5,NA,NA
1002778,"P00073642","M","55+",13,"B","3",0,8,NA,NA
1002884,"P00007242","F","51-55",3,"C","1",1,8,12,NA
1003180,"P00015442","M","26-35",14,"B","1",0,8,NA,NA
1004448,"P00182242","M","26-35",14,"A","0",0,1,5,6
1002241,"P00275742","M","46-50",5,"B","1",0,8,16,NA
1006036,"P00032942","F","26-35",15,"B","4+",1,15,16,NA
1001605,"P00329242","F","18-25",0,"B","1",0,5,14,NA
1000709,"P00079142","M","18-25",0,"C","1",0,11,NA,NA
1001737,"P00182042","M","36-45",20,"B","3",0,11,NA,NA
1000620,"P00216742","M","18-25",0,"A","3",0,5,NA,NA
1000873,"P00119042","M","55+",6,"C","3",1,5,NA,NA
1001812,"P00182142","F","26-35",12,"A","4+",1,1,5,6
1005003,"P00059442","M","36-45",12,"C","1",0,6,8,16
1000752,"P00150142","F","26-35",3,"A","3",0,8,NA,NA
1000633,"P00113242","M","26-35",17,"B","4+",0,1,6,8
1003571,"P00262342","M","18-25",4,"C","1",0,15,16,NA
1001317,"P00084442","M","46-50",7,"B","3",1,13,16,NA
1003884,"P00089542","M","18-25",4,"A","1",1,5,NA,NA
1000721,"P00289242","F","36-45",9,"B","1",0,1,8,NA
1004490,"P00086242","M","36-45",5,"B","1",0,10,NA,NA
1001873,"P00346242","M","36-45",7,"B","2",0,1,15,NA
1000563,"P00184242","M","26-35",4,"A","3",0,9,15,NA
1000062,"P00088942","F","36-45",3,"A","1",0,8,NA,NA
1003423,"P00305042","M","26-35",7,"C","2",0,11,13,16
1001401,"P00059442","F","18-25",1,"C","3",0,6,8,16
1002691,"P0095542","M","18-25",4,"B","2",0,2,4,9
1003546,"P00210942","M","26-35",20,"B","3",0,5,12,NA
1001605,"P00057642","F","18-25",0,"B","1",0,1,15,16
1001764,"P00058142","M","18-25",0,"B","1",0,3,4,12
1001609,"P00110942","F","36-45",9,"B","3",0,1,2,NA
1005210,"P00328142","F","36-45",17,"A","3",0,8,16,NA
1005794,"P00033642","M","36-45",17,"A","1",0,5,8,NA
1001150,"P00194642","F","26-35",20,"A","1",0,1,6,13
1002986,"P00013742","M","26-35",4,"A","2",1,5,NA,NA
1001451,"P00361842","M","36-45",20,"B","0",0,15,16,NA
1000531,"P00163242","F","18-25",14,"B","0",0,1,8,14
1001222,"P00249642","M","36-45",0,"C","4+",0,3,5,NA
1002421,"P00349442","M","36-45",7,"C","2",1,6,8,NA
1005312,"P00035742","M","26-35",1,"A","1",0,11,NA,NA
1002878,"P00088442","F","51-55",20,"A","2",1,8,NA,NA
1004309,"P00021742","M","26-35",0,"C","3",0,5,NA,NA
1003658,"P00114742","F","26-35",7,"C","4+",0,8,NA,NA
1003906,"P00278042","M","51-55",17,"C","1",0,1,NA,NA
1000461,"P00356442","M","51-55",7,"B","0",0,18,NA,NA
1004379,"P00086042","M","26-35",4,"B","3",0,8,14,17
1002427,"P00279442","F","26-35",14,"C","3",0,16,NA,NA
1003469,"P00109142","M","46-50",17,"B","3",1,8,17,NA
1004074,"P00129542","M","36-45",6,"C","0",0,8,14,NA
1004156,"P00092842","M","55+",20,"B","1",0,1,2,16
1004625,"P00192042","M","26-35",7,"C","0",0,5,9,14
1001912,"P00081142","M","26-35",4,"A","1",1,6,8,14
1000345,"P00112142","M","26-35",12,"A","2",1,1,2,14
1000148,"P00255842","M","51-55",17,"B","3",1,16,NA,NA
1004939,"P00049642","M","26-35",7,"C","0",1,8,14,NA
1001635,"P00052842","M","26-35",0,"B","1",0,10,15,NA
1001173,"P00323942","F","26-35",7,"A","3",0,8,15,NA
1000765,"P00218042","M","26-35",17,"B","1",0,5,NA,NA
1001545,"P00178142","M","26-35",20,"A","1",0,8,17,NA
1001899,"P00086442","F","46-50",6,"A","1",1,8,13,15
1003589,"P00310842","F","46-50",0,"B","1",1,6,8,10
1002740,"P00197342","M","46-50",17,"B","1",1,1,2,NA
1004285,"P00195842","M","36-45",0,"B","3",0,3,4,8
1003180,"P00085942","M","26-35",14,"B","1",0,2,4,8
1000810,"P00208742","M","26-35",12,"C","4+",0,1,6,16
1005367,"P00295042","M","18-25",4,"A","1",0,1,8,NA
1004251,"P00175242","M","46-50",7,"C","2",0,2,NA,NA
