"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours"
15714,"city_136",0.897,"Male","Has","","Masters","STEM","9","10000+","Pvt Ltd",">4",42
8775,"city_103",0.92,"Male","Has","No","Graduate","STEM","15","","","1",328
9400,"city_128",0.527,"Male","Has","No","Graduate","STEM","17","<10","Pvt Ltd","never",24
31487,"city_136",0.897,"Male","Has","No","Masters","STEM","10","100-500","Pvt Ltd","1",5
18927,"city_160",0.92,"Male","Has","No","Graduate","STEM","16","10000+","Pvt Ltd",">4",47
5360,"city_114",0.926,"Male","Has","No","Masters","STEM","12","5000-9999","Pvt Ltd","2",13
21264,"city_103",0.92,"Male","Has","No","Masters","STEM","10","","Pvt Ltd",">4",10
8845,"city_75",0.939,"Male","Has","No","Graduate","STEM",">20","","","1",14
8867,"city_114",0.926,"Male","No","Full","Graduate","STEM","10","<10","Pvt Ltd","2",58
20524,"city_50",0.896,"Male","Has","No","Graduate","STEM","10","1000-4999","Pvt Ltd","1",21
24491,"city_141",0.763,"Male","Has","No","Graduate","STEM","12","50-99","Pvt Ltd","1",288
17155,"city_28",0.939,"Male","Has","No","Masters","STEM",">20","","",">4",90
26880,"city_16",0.91,"Male","Has","No","Graduate","STEM","10","10/49","Pvt Ltd","3",105
23985,"city_16",0.91,"Male","Has","No","Graduate","STEM","12","","","1",3
19379,"city_75",0.939,"Male","Has","No","Graduate","STEM","20","1000-4999","Pvt Ltd",">4",26
19250,"city_103",0.92,"Male","Has","No","Graduate","Arts","7","500-999","Pvt Ltd","1",50
22912,"city_67",0.855,"Male","No","No","High","","2","","","never",34
14100,"city_65",0.802,"Male","Has","No","Masters","STEM",">20","1000-4999","Pvt Ltd","1",210
30943,"city_16",0.91,"Male","Has","No","Graduate","STEM","16","50-99","Pvt Ltd",">4",18
22184,"city_103",0.92,"Female","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",81
2195,"city_64",0.666,"Male","Has","No","Graduate","STEM","10","100-500","Pvt Ltd","2",102
19972,"city_21",0.624,"Male","No","Full","Graduate","STEM","4","","","never",55
26092,"city_71",0.884,"Male","Has","Part","Graduate","STEM","9","10/49","Pvt Ltd","3",65
23487,"city_103",0.92,"Male","Has","No","Masters","Humanities",">20","","","never",42
18736,"city_90",0.698,"Male","Has","Part","Masters","STEM","10","50-99","Funded Startup","1",37
20022,"city_103",0.92,"Female","Has","No","Graduate","Arts",">20","50-99","Pvt Ltd","2",100
16884,"city_160",0.92,"Male","Has","No","Graduate","STEM","15","100-500","Pvt Ltd",">4",40
11158,"city_114",0.926,"Male","No","No","High","","2","","","never",31
15349,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","","",">4",52
6365,"city_74",0.579,"Male","No","No","Graduate","STEM","6","<10","Funded Startup","never",8
12350,"city_103",0.92,"Male","No","No","Graduate","No Major",">20","50-99","Pvt Ltd","1",9
8293,"city_67",0.855,"Female","Has","No","Masters","STEM","9","1000-4999","Pvt Ltd","1",149
19819,"city_16",0.91,"Male","Has","No","Graduate","STEM","5","<10","Pvt Ltd","1",29
31332,"city_103",0.92,"Female","Has","No","Graduate","STEM","5","50-99","Funded Startup","1",31
25736,"city_103",0.92,"Female","Has","No","Graduate","STEM",">20","50-99","Pvt Ltd","3",62
30527,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","1000-4999","Public Sector","1",139
9693,"city_104",0.924,"Male","Has","No","Graduate","STEM",">20","50-99","Pvt Ltd","1",17
23467,"city_103",0.92,"Male","Has","Part","Graduate","STEM","7","1000-4999","Pvt Ltd","1",50
30275,"city_81",0.73,"Male","No","No","Primary","","1","","","never",63
31695,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",81
23609,"city_103",0.92,"Male","Has","No","Graduate","STEM","10","10000+","Pvt Ltd","3",18
32413,"city_93",0.865,"Male","No","No","Primary","","5","50-99","","never",40
2191,"city_136",0.897,"Male","Has","No","Masters","STEM","10","10/49","Early Stage Startup","1",53
30314,"city_21",0.624,"Female","Has","Full","Graduate","STEM","6","","","1",6
29718,"city_114",0.926,"Male","No","No","High","",">20","50-99","Pvt Ltd",">4",6
15051,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",116
29342,"city_138",0.836,"Male","Has","No","Graduate","Humanities",">20","","Pvt Ltd","1",130
8551,"city_103",0.92,"Female","No","No","High","","<1","","","never",182
22530,"city_21",0.624,"Male","Has","No","Graduate","STEM","7","5000-9999","Pvt Ltd","4",41
15941,"city_128",0.527,"Male","No","No","Graduate","Other","3","","","never",28
7427,"city_103",0.92,"Male","Has","No","Graduate","Business Degree","6","","",">4",88
15667,"city_114",0.926,"Male","Has","","Graduate","STEM","10","10000+","Pvt Ltd","1",262
29384,"city_64",0.666,"Male","Has","No","Graduate","STEM",">20","<10","Pvt Ltd",">4",94
25832,"city_103",0.92,"Male","Has","No","Graduate","STEM","17","100-500","Funded Startup","1",70
651,"city_28",0.939,"Male","Has","No","Graduate","STEM",">20","50-99","Funded Startup","1",72
2502,"city_21",0.624,"Male","Has","Full","Masters","STEM","7","100-500","Pvt Ltd","1",154
26516,"city_75",0.939,"Male","Has","No","Graduate","STEM","6","100-500","Pvt Ltd","3",25
10996,"city_16",0.91,"Male","Has","No","Graduate","STEM","12","50-99","Pvt Ltd",">4",96
17116,"city_160",0.92,"Male","Has","No","Graduate","STEM","5","100-500","Pvt Ltd","1",14
32842,"city_16",0.91,"Male","Has","No","Graduate","Arts","16","10/49","Pvt Ltd","2",82
7155,"city_23",0.899,"Male","Has","No","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",20
3752,"city_114",0.926,"Male","Has","No","Graduate","STEM","7","10000+","Pvt Ltd","3",29
26706,"city_114",0.926,"Male","No","Part","Masters","STEM","8","5000-9999","NGO","2",121
22052,"city_46",0.762,"Male","Has","No","Masters","STEM","8","1000-4999","Public Sector","1",45
9392,"city_114",0.926,"Male","Has","No","Masters","STEM","17","50-99","Pvt Ltd",">4",89
3961,"city_103",0.92,"Female","Has","No","Graduate","STEM","<1","100-500","Funded Startup","1",103
24645,"city_103",0.92,"Male","No","Full","High","","2","","","never",57
24370,"city_30",0.698,"Male","Has","Part","Graduate","STEM","9","10/49","Funded Startup","1",44
33071,"city_102",0.804,"Male","Has","No","Masters","STEM","10","50-99","Pvt Ltd","1",76
22612,"city_21",0.624,"Male","Has","No","Graduate","STEM","6","<10","Pvt Ltd",">4",35
25340,"city_114",0.926,"Male","Has","No","Graduate","STEM","12","50-99","Pvt Ltd","never",147
4820,"city_16",0.91,"Male","No","Full","Phd","STEM","8","","","1",20
4094,"city_103",0.92,"Male","Has","No","Masters","STEM","14","50-99","Funded Startup","1",54
7021,"city_16",0.91,"Male","Has","No","Graduate","STEM",">20","","Pvt Ltd",">4",23
31474,"city_127",0.745,"Male","No","Full","Graduate","STEM","3","","Pvt Ltd","never",91
29503,"city_65",0.802,"Male","Has","No","Masters","STEM",">20","500-999","Pvt Ltd","2",158
26079,"city_21",0.624,"Male","Has","No","Graduate","STEM","2","1000-4999","Pvt Ltd","1",135
1342,"city_103",0.92,"Male","Has","No","Graduate","STEM","10","10000+","Public Sector",">4",166
4327,"city_75",0.939,"Male","Has","No","High","","5","<10","Pvt Ltd","1",12
9233,"city_21",0.624,"Male","Has","No","Graduate","STEM","4","100-500","NGO","1",26
8915,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","10/49","Pvt Ltd",">4",43
29190,"city_16",0.91,"Male","No","","","","6","","","never",6
580,"city_71",0.884,"Male","Has","No","Masters","STEM",">20","10/49","Public Sector",">4",18
27980,"city_103",0.92,"Male","Has","No","Phd","STEM","7","10000+","Pvt Ltd","1",11
17475,"city_16",0.91,"Male","Has","No","Graduate","STEM","5","10000+","Pvt Ltd","1",44
23397,"city_21",0.624,"Male","Has","No","Graduate","STEM","9","50-99","","1",17
31795,"city_103",0.92,"Male","Has","No","Graduate","No Major",">20","100-500","Pvt Ltd","1",20
3989,"city_141",0.763,"Male","Has","No","Graduate","STEM","7","<10","Funded Startup","1",86
3162,"city_103",0.92,"Male","Has","No","Masters","STEM","10","500-999","Pvt Ltd","4",48
8780,"city_103",0.92,"Male","Has","No","Graduate","STEM","6","<10","Pvt Ltd","1",38
33181,"city_67",0.855,"Male","No","No","Masters","STEM",">20","100-500","Pvt Ltd","2",234
12506,"city_136",0.897,"Male","No","No","Masters","Business Degree","18","50-99","NGO","1",31
32014,"city_136",0.897,"Male","Has","Part","Masters","STEM","11","<10","Pvt Ltd","1",69
3597,"city_103",0.92,"Female","Has","No","Graduate","Other","4","100-500","Pvt Ltd","3",70
9341,"city_114",0.926,"Male","Has","No","Masters","STEM",">20","","",">4",22
22482,"city_64",0.666,"Male","Has","No","Graduate","STEM","15","10000+","Pvt Ltd","1",17
31526,"city_16",0.91,"Female","No","No","Graduate","Business Degree","<1","1000-4999","Pvt Ltd","1",18
14544,"city_114",0.926,"Male","Has","No","Graduate","STEM","6","","Pvt Ltd","never",26
7928,"city_97",0.925,"Male","Has","No","Masters","STEM","17","","",">4",24
11794,"city_57",0.866,"Male","Has","No","Masters","STEM","17","","","2",25
4174,"city_67",0.855,"Male","Has","No","Masters","STEM","12","","","4",42
27077,"city_136",0.897,"Male","Has","No","Masters","STEM","16","","","1",80
18283,"city_103",0.92,"Male","No","No","High","","2","10000+","Public Sector","1",54
32968,"city_103",0.92,"Male","No","No","Graduate","STEM","3","50-99","","1",32
25,"city_104",0.924,"Male","Has","No","Graduate","STEM",">20","","Pvt Ltd","1",126
2208,"city_105",0.794,"Male","Has","Full","High","","2","50-99","Pvt Ltd","1",320
21329,"city_102",0.804,"Male","No","No","Graduate","STEM",">20","500-999","Pvt Ltd","never",242
27329,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","50-99","Pvt Ltd","1",30
6228,"city_41",0.827,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",188
21337,"city_21",0.624,"Male","Has","No","Graduate","STEM","7","100-500","Pvt Ltd","3",24
22627,"city_16",0.91,"Male","Has","No","High","","1","10/49","Pvt Ltd","1",140
13916,"city_103",0.92,"Male","No","No","High","","5","","","never",81
7031,"city_16",0.91,"Male","Has","No","Graduate","STEM",">20","","","1",74
29239,"city_103",0.92,"Male","No","Full","High","","7","","","1",206
425,"city_103",0.92,"Male","Has","No","Graduate","STEM","9","<10","Pvt Ltd","2",12
4127,"city_103",0.92,"Male","Has","No","Masters","STEM","10","10000+","Pvt Ltd","2",101
28424,"city_103",0.92,"Male","Has","No","Graduate","STEM","18","50-99","Pvt Ltd",">4",158
12618,"city_11",0.55,"Male","Has","No","Graduate","STEM","6","50-99","Pvt Ltd","1",10
21221,"city_103",0.92,"Male","Has","No","Graduate","STEM","15","10000+","Pvt Ltd","3",64
23550,"city_61",0.913,"Male","Has","No","Masters","STEM",">20","100-500","Pvt Ltd","3",10
2886,"city_103",0.92,"Male","No","No","Graduate","STEM",">20","500-999","Pvt Ltd",">4",50
26127,"city_138",0.836,"Male","Has","Full","High","","9","50-99","Pvt Ltd","2",130
9516,"city_103",0.92,"Male","Has","No","Graduate","STEM","4","","","2",44
33264,"city_157",0.769,"Male","Has","No","Masters","STEM","10","5000-9999","Pvt Ltd","2",28
28101,"city_103",0.92,"Female","Has","No","Masters","Humanities","3","","","1",2
5791,"city_75",0.939,"Male","No","No","Graduate","STEM",">20","5000-9999","Pvt Ltd","1",30
24199,"city_16",0.91,"Male","No","No","Graduate","STEM","20","1000-4999","Pvt Ltd","2",14
22318,"city_64",0.666,"Male","Has","Full","Masters","STEM","10","","","1",38
11709,"city_24",0.698,"Male","Has","No","Graduate","STEM","15","100-500","Pvt Ltd",">4",69
22598,"city_16",0.91,"Male","Has","No","Graduate","STEM","19","","","1",6
10292,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",9
23984,"city_75",0.939,"Male","Has","No","High","","4","10000+","Public Sector","2",42
17443,"city_136",0.897,"Male","Has","No","Graduate","STEM","9","50-99","Pvt Ltd",">4",110
9659,"city_103",0.92,"Male","No","No","Masters","STEM","5","10/49","Funded Startup","3",194
10824,"city_21",0.624,"Male","No","No","Primary","","<1","","","never",132
20410,"city_103",0.92,"Male","Has","No","Phd","STEM",">20","100-500","Pvt Ltd","2",33
3968,"city_103",0.92,"Male","No","Full","Graduate","STEM","6","","Pvt Ltd","never",56
4146,"city_103",0.92,"Male","No","No","High","","2","","","never",41
7552,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","100-500","Pvt Ltd",">4",128
15573,"city_36",0.893,"Male","Has","No","Graduate","STEM","14","100-500","Pvt Ltd","1",13
22071,"city_16",0.91,"Male","Has","No","Phd","STEM",">20","50-99","Pvt Ltd",">4",123
4786,"city_23",0.899,"Male","Has","No","Graduate","STEM","9","50-99","Pvt Ltd",">4",7
15029,"city_103",0.92,"Male","Has","Part","Graduate","STEM","4","1000-4999","Pvt Ltd","1",66
17940,"city_114",0.926,"Male","No","No","Masters","STEM","13","","","never",6
16919,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","500-999","Pvt Ltd","4",21
23898,"city_136",0.897,"Male","Has","No","Graduate","STEM","14","10000+","Pvt Ltd","2",128
11586,"city_176",0.764,"Male","No","Full","High","","2","","","1",104
22576,"city_114",0.926,"Male","Has","Full","High","","4","100-500","Pvt Ltd","1",92
17022,"city_103",0.92,"Male","Has","No","Primary","","3","50-99","Pvt Ltd","1",7
815,"city_103",0.92,"Male","No","No","Graduate","STEM","9","10000+","Pvt Ltd",">4",68
10116,"city_103",0.92,"Male","Has","No","Graduate","STEM","10","100-500","Funded Startup","1",78
13254,"city_16",0.91,"Male","Has","No","Graduate","STEM","15","50-99","Pvt Ltd","1",4
26225,"city_36",0.893,"Male","Has","No","Masters","STEM","9","","",">4",102
8628,"city_84",0.698,"Male","Has","No","Graduate","STEM","7","500-999","Pvt Ltd","1",131
30394,"city_114",0.926,"Male","Has","No","Masters","STEM","5","100-500","Pvt Ltd","1",9
11704,"city_104",0.924,"Male","Has","Full","Graduate","STEM","15","500-999","NGO","1",37
25514,"city_103",0.92,"Male","Has","No","Graduate","Humanities","11","10/49","Funded Startup","1",75
11156,"city_114",0.926,"Male","Has","No","Graduate","STEM","12","50-99","Funded Startup","1",322
13033,"city_16",0.91,"Male","Has","No","Masters","STEM","14","10/49","Funded Startup","2",77
32789,"city_16",0.91,"Male","Has","No","Graduate","STEM",">20","100-500","Pvt Ltd","4",42
5860,"city_136",0.897,"Male","Has","No","Graduate","STEM","5","<10","Funded Startup","3",30
6888,"city_100",0.887,"Male","No","No","High","","5","","Pvt Ltd","2",106
23650,"city_12",0.64,"Male","Has","No","Graduate","Arts","8","50-99","","1",6
13041,"city_65",0.802,"Female","Has","No","Graduate","STEM","11","10/49","Pvt Ltd","2",112
15121,"city_71",0.884,"Male","Has","No","Graduate","STEM","7","10000+","Pvt Ltd","2",148
5417,"city_10",0.895,"Male","Has","No","Graduate","STEM","12","1000-4999","Pvt Ltd",">4",14
27323,"city_162",0.767,"Male","Has","Part","Graduate","STEM","5","","Pvt Ltd","1",43
15343,"city_46",0.762,"Male","Has","No","Graduate","STEM",">20","50-99","Public Sector","3",24
15270,"city_160",0.92,"Male","No","No","Primary","","4","","","never",41
20835,"city_136",0.897,"Male","No","Part","Masters","STEM","4","1000-4999","","1",17
23923,"city_65",0.802,"Male","Has","No","Graduate","STEM",">20","10/49","Pvt Ltd","4",37
9691,"city_103",0.92,"Male","Has","No","Graduate","STEM","17","10000+","Pvt Ltd",">4",94
7735,"city_61",0.913,"Male","Has","No","Graduate","STEM","4","50-99","Pvt Ltd","1",222
29675,"city_103",0.92,"Male","Has","No","Graduate","STEM","12","10000+","Pvt Ltd","4",138
19124,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","1000-4999","Other",">4",161
14729,"city_16",0.91,"Female","No","Full","High","","2","","","1",5
14487,"city_21",0.624,"Male","Has","Full","Graduate","Other","5","100-500","Pvt Ltd","1",20
21706,"city_50",0.896,"Male","Has","No","Graduate","STEM","11","100-500","Pvt Ltd","1",67
29697,"city_103",0.92,"Male","No","No","Graduate","Business Degree",">20","1000-4999","Pvt Ltd","1",48
1889,"city_76",0.698,"Male","Has","No","Masters","STEM","7","10000+","Pvt Ltd","3",48
13167,"city_103",0.92,"Male","Has","No","Graduate","STEM","5","500-999","Pvt Ltd","1",51
4512,"city_102",0.804,"Male","Has","No","Masters","STEM","10","<10","Pvt Ltd",">4",19
776,"city_160",0.92,"Male","Has","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",38
8210,"city_97",0.925,"Male","No","Full","Graduate","STEM","3","","","never",16
32777,"city_61",0.913,"Male","No","Full","High","","12","","",">4",83
16443,"city_21",0.624,"Male","Has","Full","Graduate","STEM","3","10000+","Pvt Ltd","1",106
13527,"city_103",0.92,"Male","No","Full","Graduate","Arts","2","","","1",48
31171,"city_101",0.558,"Male","No","Part","Graduate","STEM","1","10/49","","1",5
7348,"city_67",0.855,"Male","No","Full","Graduate","STEM","3","1000-4999","Pvt Ltd","1",51
23273,"city_103",0.92,"Male","No","No","Primary","","4","<10","NGO","1",108
11445,"city_114",0.926,"Male","No","No","Masters","STEM",">20","","",">4",42
6025,"city_64",0.666,"Female","Has","No","Graduate","STEM","4","50-99","","1",14
9653,"city_16",0.91,"Male","Has","No","Graduate","STEM",">20","<10","Pvt Ltd",">4",66
19615,"city_114",0.926,"Male","Has","Full","Masters","STEM","5","","NGO","1",53
8661,"city_103",0.92,"Male","No","No","Masters","STEM","10","10000+","Pvt Ltd","3",3
18144,"city_83",0.923,"Male","No","No","Masters","No Major","15","1000-4999","Pvt Ltd",">4",44
27911,"city_103",0.92,"Male","Has","No","Graduate","STEM","9","10000+","Pvt Ltd","1",168
1742,"city_103",0.92,"Male","Has","No","Graduate","STEM","9","10000+","NGO","1",12
10351,"city_114",0.926,"Male","Has","No","High","","4","<10","Funded Startup","1",96
6125,"city_103",0.92,"Female","Has","No","Graduate","Arts","4","100-500","Pvt Ltd","1",22
22588,"city_61",0.913,"Male","Has","No","Graduate","No Major",">20","100-500","Pvt Ltd","1",39
29086,"city_114",0.926,"Female","No","Part","Graduate","STEM","5","10000+","Pvt Ltd","1",10
414,"city_103",0.92,"Male","Has","No","Graduate","Arts",">20","50-99","Pvt Ltd",">4",47
5727,"city_21",0.624,"Male","Has","No","Graduate","Business Degree",">20","50-99","Pvt Ltd",">4",68
5957,"city_23",0.899,"Male","Has","Full","Graduate","STEM","15","10000+","Pvt Ltd","2",6
30465,"city_21",0.624,"Male","No","No","Graduate","STEM","9","","","3",174
18592,"city_114",0.926,"Male","Has","Part","Graduate","STEM","10","10000+","Pvt Ltd","never",44
12774,"city_41",0.827,"Female","No","No","Graduate","STEM","18","","",">4",12
22092,"city_104",0.924,"Female","Has","No","High","","14","","",">4",142
170,"city_115",0.789,"Male","No","Full","Graduate","STEM","6","","Pvt Ltd","never",25
27355,"city_103",0.92,"Male","Has","No","Graduate","Other","6","","","2",18
5759,"city_136",0.897,"Male","Has","No","Masters","STEM","15","1000-4999","Pvt Ltd","1",15
9920,"city_160",0.92,"Male","Has","No","Graduate","STEM","8","100-500","Pvt Ltd","3",86
32748,"city_103",0.92,"Male","Has","No","Graduate","STEM","16","","",">4",28
11742,"city_160",0.92,"Male","Has","No","Graduate","STEM","16","100-500","Pvt Ltd","1",106
29507,"city_173",0.878,"Male","Has","No","Masters","Humanities",">20","100-500","Pvt Ltd",">4",61
4982,"city_103",0.92,"Male","No","No","Graduate","STEM","11","100-500","Pvt Ltd","1",46
6107,"city_103",0.92,"Male","Has","No","Graduate","STEM","6","1000-4999","Pvt Ltd","3",148
20500,"city_21",0.624,"Male","Has","No","Graduate","STEM","3","50-99","Pvt Ltd","2",28
6259,"city_45",0.89,"Male","Has","","Masters","STEM","15","50-99","Pvt Ltd",">4",26
5490,"city_103",0.92,"Male","No","Full","High","","4","","Pvt Ltd","never",310
5420,"city_90",0.698,"Male","No","No","Graduate","STEM","6","100-500","Pvt Ltd",">4",8
27691,"city_16",0.91,"Male","Has","No","Graduate","STEM","6","50-99","Pvt Ltd","1",312
20889,"city_159",0.843,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",68
9525,"city_90",0.698,"Male","No","No","Masters","STEM","11","","","never",18
20985,"city_114",0.926,"Male","Has","No","Masters","STEM","16","","","2",13
12160,"city_160",0.92,"Female","Has","No","Graduate","STEM","4","","","1",11
32508,"city_16",0.91,"Male","Has","No","Graduate","STEM",">20","<10","Pvt Ltd","3",83
4096,"city_73",0.754,"Male","Has","No","Graduate","STEM",">20","50-99","Pvt Ltd","3",124
22074,"city_103",0.92,"Male","Has","No","Graduate","STEM","8","100-500","Pvt Ltd","3",72
5187,"city_99",0.915,"Male","No","No","Graduate","STEM",">20","10/49","Pvt Ltd","2",19
28119,"city_103",0.92,"Male","No","No","High","","3","1000-4999","Public Sector","1",55
4000,"city_114",0.926,"Male","Has","No","Masters","Other","17","10/49","Pvt Ltd","1",26
23895,"city_21",0.624,"Male","No","No","High","","<1","","","never",55
2479,"city_57",0.866,"Male","Has","No","Graduate","STEM","8","","","1",33
3388,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","50-99","Pvt Ltd","2",196
31793,"city_103",0.92,"Male","Has","Full","Graduate","STEM","14","10000+","Pvt Ltd","1",11
1496,"city_103",0.92,"Male","Has","No","Masters","STEM","10","10/49","Funded Startup","1",20
27979,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","100-500","Pvt Ltd","2",21
30699,"city_100",0.887,"Male","Has","No","High","","5","50-99","Pvt Ltd","1",88
13799,"city_105",0.794,"Male","Has","No","Graduate","No Major","9","50-99","Pvt Ltd","2",212
12495,"city_104",0.924,"Male","No","No","Graduate","STEM","8","5000-9999","Pvt Ltd","1",87
4860,"city_57",0.866,"Male","Has","No","Phd","STEM","20","10000+","Pvt Ltd",">4",61
22874,"city_16",0.91,"Male","Has","No","Graduate","STEM",">20","500-999","Pvt Ltd",">4",48
16146,"city_103",0.92,"Male","Has","No","Graduate","Humanities","4","10/49","Pvt Ltd","1",13
24195,"city_115",0.789,"Female","No","Full","Phd","STEM","19","","NGO",">4",7
10186,"city_61",0.913,"Male","Has","No","Masters","STEM","17","1000-4999","Pvt Ltd","3",54
31416,"city_160",0.92,"Male","No","No","High","","5","","Pvt Ltd","never",85
28242,"city_45",0.89,"Male","Has","No","Graduate","STEM",">20","1000-4999","Pvt Ltd","1",31
19143,"city_138",0.836,"Male","No","Full","Graduate","STEM","8","50-99","Pvt Ltd","1",57
7725,"city_114",0.926,"Male","Has","No","High","","5","1000-4999","Pvt Ltd","never",56
8302,"city_142",0.727,"Female","Has","Part","Graduate","STEM","7","100-500","Pvt Ltd","2",127
25207,"city_103",0.92,"Male","No","Part","Graduate","STEM","6","10000+","Pvt Ltd",">4",57
14314,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",30
25061,"city_136",0.897,"Male","Has","No","Masters","STEM","14","10/49","Early Stage Startup","2",20
17039,"city_114",0.926,"Male","Has","Part","High","","4","100-500","Funded Startup","1",49
29998,"city_103",0.92,"Male","Has","No","Graduate","STEM","3","10/49","Pvt Ltd","1",16
8109,"city_114",0.926,"Male","Has","No","Graduate","STEM","11","10000+","Public Sector","1",114
27171,"city_157",0.769,"Male","Has","Part","Masters","STEM","7","50-99","","3",13
17508,"city_16",0.91,"Male","Has","No","Graduate","STEM","4","50-99","Pvt Ltd","1",2
4076,"city_114",0.926,"Male","Has","Part","Graduate","STEM","18","1000-4999","Pvt Ltd","never",128
16106,"city_61",0.913,"Male","No","No","Graduate","STEM",">20","","",">4",134
5554,"city_103",0.92,"Male","No","No","Graduate","STEM","13","100-500","Pvt Ltd","2",22
17462,"city_103",0.92,"Male","Has","No","Masters","STEM",">20","10000+","Public Sector",">4",20
7988,"city_97",0.925,"Male","Has","Part","Graduate","Arts","3","500-999","Pvt Ltd","1",40
6785,"city_158",0.766,"Male","Has","Full","Graduate","STEM","4","500-999","Pvt Ltd","1",56
26247,"city_103",0.92,"Female","Has","No","Masters","STEM",">20","100-500","",">4",127
16503,"city_116",0.743,"Male","Has","Full","Masters","STEM","6","1000-4999","Pvt Ltd","1",102
19983,"city_28",0.939,"Male","Has","No","Masters","STEM","16","500-999","Pvt Ltd",">4",50
31338,"city_103",0.92,"Male","Has","No","Graduate","STEM",">20","500-999","Pvt Ltd","1",14
26253,"city_16",0.91,"Male","No","Full","Masters","Humanities",">20","","","3",94
12738,"city_28",0.939,"Male","Has","Full","High","","8","","",">4",85
24072,"city_10",0.895,"Male","Has","No","Graduate","STEM","4","50-99","Funded Startup","1",55
28162,"city_103",0.92,"Female","Has","No","Graduate","Humanities","2","100-500","Pvt Ltd","1",72
29187,"city_73",0.754,"Male","Has","No","Graduate","STEM","7","","","2",13
8482,"city_21",0.624,"Male","No","Full","Graduate","STEM","<1","100-500","Pvt Ltd","1",22
10908,"city_67",0.855,"Male","Has","No","Masters","STEM","5","100-500","","1",46
29650,"city_103",0.92,"Male","Has","No","Graduate","STEM","15","500-999","Pvt Ltd","3",36
32251,"city_67",0.855,"Male","No","No","Phd","STEM",">20","","Public Sector",">4",99
27223,"city_21",0.624,"Male","Has","Full","Graduate","STEM","3","50-99","Pvt Ltd","2",17
9669,"city_103",0.92,"Female","Has","No","Graduate","Other","16","","","2",52
31140,"city_16",0.91,"Male","No","No","Primary","","<1","","","never",31
22651,"city_21",0.624,"Male","Has","Full","Masters","STEM","13","","","2",166
16397,"city_102",0.804,"Male","Has","No","Graduate","STEM","14","<10","Funded Startup","1",6
29961,"city_75",0.939,"Male","Has","No","Phd","STEM",">20","50-99","Pvt Ltd","2",166
19312,"city_103",0.92,"Male","Has","No","Graduate","STEM","19","500-999","Pvt Ltd",">4",46
30816,"city_103",0.92,"Male","Has","No","Graduate","STEM","19","500-999","Public Sector","1",55
4494,"city_71",0.884,"Male","No","No","Graduate","STEM",">20","100-500","Pvt Ltd",">4",20
15070,"city_1",0.847,"Male","Has","No","Graduate","STEM","15","50-99","Pvt Ltd",">4",152
23517,"city_103",0.92,"Male","No","No","High","","4","","","never",21
28576,"city_83",0.923,"Male","Has","No","Masters","Humanities","3","10000+","Pvt Ltd","1",20
25470,"city_103",0.92,"Female","Has","No","Graduate","Humanities",">20","<10","Pvt Ltd","3",11
5591,"city_117",0.698,"Male","Has","No","Graduate","STEM","7","500-999","Pvt Ltd","3",14
28824,"city_19",0.682,"Male","No","Part","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",35
27499,"city_103",0.92,"Male","Has","No","Masters","Humanities","4","500-999","Pvt Ltd","1",20
32773,"city_103",0.92,"Male","No","No","Graduate","STEM","15","100-500","Funded Startup","1",182
914,"city_16",0.91,"Male","Has","No","Graduate","STEM","8","100-500","Pvt Ltd",">4",87
19882,"city_16",0.91,"Male","Has","No","Graduate","STEM","15","","",">4",72
23934,"city_77",0.83,"Male","Has","No","Graduate","Humanities","16","","","1",28
563,"city_103",0.92,"Male","Has","No","Graduate","STEM","8","<10","Early Stage Startup","1",9
23067,"city_103",0.92,"Male","Has","No","Graduate","STEM","11","1000-4999","Pvt Ltd","2",41
30564,"city_89",0.925,"Male","No","Full","High","","2","","Pvt Ltd","never",166
28257,"city_114",0.926,"Male","Has","No","Graduate","STEM","9","10/49","Funded Startup",">4",9
1955,"city_21",0.624,"Male","Has","No","Graduate","STEM","10","10000+","Pvt Ltd","1",156
10087,"city_103",0.92,"Male","No","No","Graduate","STEM","17","5000-9999","Pvt Ltd",">4",67
