"Date","Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday"
2016-04-29,"CoffsHarbour",14,25.8,0.3,"NE",33,"NW","NE",11,22,65,72,1024.8,1021.1,NA,NA,22.5,23.7,"No"
2016-04-30,"CoffsHarbour",19.9,27.3,0,"N",41,"NNW","NNE",13,28,65,75,1021.7,1017.6,NA,NA,23.5,24.7,"No"
2016-05-01,"CoffsHarbour",20.1,27.2,0,"S",56,"NE","SSW",17,37,71,87,1017.3,1016.4,NA,8,25.9,21.5,"No"
2016-05-02,"CoffsHarbour",13.4,25.6,3.1,"NW",37,"WNW","NE",2,17,76,68,1018.1,1013.6,NA,NA,21.4,24.1,"Yes"
2016-05-03,"CoffsHarbour",14.8,26.2,0,"NW",30,"W","E",9,13,62,53,1013.4,1009.5,NA,NA,22.5,25.1,"No"
2016-05-04,"CoffsHarbour",11.1,25.1,0,"SW",20,"WSW","ESE",6,13,58,45,1016.8,1014.9,NA,NA,21.3,24.4,"No"
2016-05-05,"CoffsHarbour",10.2,26,0,"NE",33,"WNW","NE",7,22,60,64,1021.2,1017.8,NA,NA,21.4,23.9,"No"
2016-05-06,"CoffsHarbour",13.4,24.6,0,"NE",20,"W","NE",7,13,67,65,1019.8,1017.4,NA,NA,21.6,24,"No"
2016-05-07,"CoffsHarbour",12.1,24.5,0,"E",20,"SW","E",6,13,76,64,1021.2,1018.9,NA,NA,20.6,23.8,"No"
2016-05-08,"CoffsHarbour",13.6,25.6,0,"NE",37,"SW","NE",4,26,74,69,1020.6,1015.7,NA,NA,21.4,23.8,"No"
2016-05-09,"CoffsHarbour",20.2,27.8,0,"N",48,"NNW","NNE",28,28,66,73,1013.6,1009.2,6,4,23.2,24.6,"No"
2016-05-10,"CoffsHarbour",21.6,26.6,0,"WSW",30,"NW","NE",13,9,70,56,1009.8,1007.6,2,NA,23.1,24.9,"No"
2016-05-11,"CoffsHarbour",12.2,24.8,0,"WSW",28,"SW","ENE",19,15,45,28,1016.9,1014.8,NA,NA,19.1,23.1,"No"
2016-05-12,"CoffsHarbour",4.6,25.4,0,"WSW",33,"NW","NE",6,17,50,45,1018.3,1015.8,NA,NA,17.2,23.2,"No"
2016-05-13,"CoffsHarbour",7.4,23.8,0,"NE",28,"SW","NE",4,17,62,59,1023.2,1020.9,NA,NA,18.2,22.7,"No"
2016-05-14,"CoffsHarbour",10.3,25,0,"NE",30,"SW","NE",9,20,62,57,1024.3,1021.1,NA,NA,19.7,23.9,"No"
2016-05-15,"CoffsHarbour",14,25.9,0,"NNE",30,"WNW","NE",11,20,52,59,1019.8,1016.4,NA,NA,20.9,24.5,"No"
2016-05-16,"CoffsHarbour",8.1,25.2,0,"SW",31,"SW","SSE",15,13,51,60,1021.1,1019.2,NA,5,20.9,24.1,"No"
2016-05-17,"CoffsHarbour",15.6,25.2,0,"NW",28,"NNW","SSE",7,11,52,59,1018.9,1016.7,NA,NA,21.9,23.2,"No"
2016-05-18,"CoffsHarbour",10.5,24.8,0,"SSE",19,"WSW","S",7,9,61,53,1019,1015.8,NA,NA,19.9,22.3,"No"
2016-05-19,"CoffsHarbour",13.7,24.3,0,"SE",17,"S","ESE",9,11,64,44,1017.9,1014.5,NA,NA,19.8,23.7,"No"
2016-05-20,"CoffsHarbour",7,23.9,0,"S",28,"SSW","SSE",4,11,61,50,1019.9,1018.6,NA,NA,18.2,23.3,"No"
2016-05-21,"CoffsHarbour",11.2,23.1,0,"S",24,"WSW","SSE",15,9,76,70,1026.7,1024.2,NA,4,18.8,21.5,"No"
2016-05-22,"CoffsHarbour",14.1,25.2,0,"NNE",31,"SSW","NE",2,24,81,62,1025.4,1021.2,NA,NA,18.3,23.3,"No"
2016-05-23,"CoffsHarbour",11.5,26.1,0,"NNE",22,"W","NNE",2,17,65,53,1018.2,1013.2,NA,NA,20.1,25.8,"No"
2016-05-24,"CoffsHarbour",11.8,21.6,0,NA,NA,"SSW","ENE",17,9,36,32,1018.9,1014.6,NA,NA,19.2,21.5,"No"
2016-05-25,"CoffsHarbour",3.7,21.2,0,"NW",28,"WNW","NE",6,13,49,35,1018.1,1015,NA,NA,16.2,20.7,"No"
2016-05-26,"CoffsHarbour",9.4,21.4,0,"N",37,"N","NW",9,6,39,52,1011.9,1006.3,7,8,17.6,18.9,"No"
2016-05-27,"CoffsHarbour",15.9,24.7,0.4,"NNW",41,"NW","W",7,13,55,19,1005.6,1002.7,6,NA,18.4,23.8,"No"
2016-05-28,"CoffsHarbour",3.8,22.3,0,"WNW",67,"NW","WNW",9,33,47,26,1011.1,1006.6,NA,NA,16,21,"No"
2016-05-29,"CoffsHarbour",2.7,19.6,0,"SE",24,"WNW","ESE",6,13,50,39,1017.8,1016.6,NA,NA,15.2,19,"No"
2016-05-30,"CoffsHarbour",4.1,19.5,0,"S",20,"WSW","E",7,11,73,55,1024.5,1022.8,NA,NA,13.3,19.2,"No"
2016-05-31,"CoffsHarbour",6.7,19.6,0,"WSW",20,"SW","S",9,9,93,56,1028.2,1025.7,8,NA,12,18.6,"No"
2016-06-01,"CoffsHarbour",6.6,20.4,0,"SW",35,"SW","SSE",19,19,70,59,1027.7,1024.8,NA,NA,16.7,19.7,"No"
2016-06-02,"CoffsHarbour",9.7,20.1,15.6,"WSW",19,"WSW","S",11,13,88,70,1025.8,1022.8,8,8,14.6,19,"Yes"
2016-06-03,"CoffsHarbour",11.7,21.2,0.2,"N",41,"SSW","E",13,15,88,72,1024.4,1020.7,NA,2,15.8,20,"No"
2016-06-04,"CoffsHarbour",15.8,20.7,46.8,"NE",85,"NNE","ENE",56,26,90,88,1014,1008.7,8,8,18.8,19.5,"Yes"
2016-06-05,"CoffsHarbour",14.6,19.2,219.6,"WSW",70,"WNW","NNE",9,19,90,83,998.5,993.7,8,8,16.5,18,"Yes"
2016-06-06,"CoffsHarbour",10.4,21.8,0.1,"WSW",26,"E","W",6,11,58,41,1001.9,1000.2,NA,1,16.9,21.4,"No"
2016-06-07,"CoffsHarbour",6.9,21.6,0,"W",22,"NNW","N",9,7,63,46,1009.4,1006.2,NA,4,16,20.9,"No"
2016-06-08,"CoffsHarbour",5.7,21.8,0,"WNW",24,NA,"ENE",0,13,62,51,1013.5,1012,NA,NA,16.2,20.7,"No"
2016-06-09,"CoffsHarbour",9.7,27.9,0,"NNE",37,"NNW","NNE",19,26,46,63,1011.5,1008.6,1,NA,21.8,23.2,"No"
2016-06-10,"CoffsHarbour",9.5,22.6,0,"WSW",30,"WSW","ENE",9,13,52,50,1018.8,1018.3,NA,NA,18.9,21.5,"No"
2016-06-11,"CoffsHarbour",6.6,20.4,0,"SW",26,"SW","SSE",7,13,74,55,1023,1021,NA,7,15.1,19.6,"No"
2016-06-12,"CoffsHarbour",13.1,20.2,0,"S",48,"SW","S",24,30,61,71,1032.7,1032.9,8,8,16.6,17.4,"No"
2016-06-13,"CoffsHarbour",12.7,19.8,2,"WSW",33,"SW","S",19,17,81,72,1036.8,1035,8,8,16.3,18.2,"Yes"
2016-06-14,"CoffsHarbour",11.2,19.8,1.5,"WSW",24,"WSW","SW",7,13,91,72,1035.6,1032.3,8,NA,14.5,19.4,"Yes"
2016-06-15,"CoffsHarbour",10.6,20.4,0.1,"S",30,"WNW","S",2,17,91,64,1032,1028.9,NA,1,13.6,19.4,"No"
2016-06-16,"CoffsHarbour",7.4,22.4,0,"N",33,"W","NE",4,17,81,50,1026.7,1021.4,NA,NA,15.5,21.5,"No"
2016-06-17,"CoffsHarbour",13.8,22.2,0,"N",41,"NNW","NNE",15,20,60,55,1021.5,1017.7,NA,NA,19.5,21.2,"No"
2016-06-18,"CoffsHarbour",12.3,23.2,0,"N",35,"N","NNW",19,19,63,64,1019.9,1016.6,NA,7,20,20.8,"No"
2016-06-19,"CoffsHarbour",14.9,21.3,5.2,"NNE",61,"SW","NNE",13,28,95,87,1015.8,1009.9,8,8,16.4,20.5,"Yes"
2016-06-20,"CoffsHarbour",16.1,22.2,49.4,"NW",61,"NW","WNW",15,26,60,43,1003.5,1001.5,NA,8,18.5,21.2,"Yes"
2016-06-21,"CoffsHarbour",10.8,19.7,0,"N",37,"NW","N",20,19,53,50,1009.6,1007,NA,NA,15.3,18.5,"No"
2016-06-22,"CoffsHarbour",12.8,22.9,0,NA,NA,"N","E",20,9,60,51,1009.4,1007.6,7,NA,14.9,20.9,"No"
2016-06-23,"CoffsHarbour",7.7,20,0,"NW",26,NA,"N",0,15,82,52,1015.1,1010.2,4,6,12.6,18.8,"No"
2016-06-24,"CoffsHarbour",9.6,25.1,0,NA,NA,"NNE","W",20,35,68,24,1007.3,1003.9,NA,NA,17.7,22.3,"No"
2016-06-25,"CoffsHarbour",8.6,16.8,0,"W",50,"WSW","WSW",28,17,33,27,1017.2,1016.9,NA,NA,12.1,16.1,"No"
2016-06-26,"CoffsHarbour",1.7,16.8,0,"N",26,"W","NE",6,9,76,45,1021.5,1017.3,1,7,9.2,15.3,"No"
2016-06-27,"CoffsHarbour",9.2,18.5,0,"WSW",35,"WNW","SW",15,22,60,52,1014.6,1012,8,NA,14.1,16.5,"No"
2016-06-28,"CoffsHarbour",3.2,19.2,0,"SSW",65,"SW","SSW",33,31,48,44,1018.5,1019.7,2,NA,14.2,18.9,"No"
2016-06-29,"CoffsHarbour",8.9,19.5,0,"WSW",31,"SW","SSE",13,15,54,53,1027,1024.8,NA,NA,14.6,18.6,"No"
2016-06-30,"CoffsHarbour",4.6,20.9,0,"N",35,"NW","N",15,24,68,33,1023.7,1018.2,NA,3,14.8,19.3,"No"
2016-07-01,"CoffsHarbour",3.8,19.8,0,"SW",28,"WNW","NNE",7,17,54,44,1018.4,1015.4,NA,NA,15.9,19.2,"No"
2016-07-02,"CoffsHarbour",2.9,18.3,0,"SSW",30,"WSW","SE",7,13,64,49,1025,1023.1,NA,NA,12.8,17.4,"No"
2016-07-03,"CoffsHarbour",4,20.5,0,"NNE",31,"WNW","NNE",6,20,81,55,1027.2,1022.7,NA,NA,12.6,19.2,"No"
2016-07-04,"CoffsHarbour",6.3,20.8,0,"N",35,"WNW","N",17,15,61,52,1022.8,1018.3,NA,8,15.8,19,"No"
2016-07-05,"CoffsHarbour",11.4,19.7,9,"W",43,"NW","NNE",11,17,93,72,1013.5,1008.7,4,NA,14.5,19.3,"Yes"
2016-07-06,"CoffsHarbour",5.4,18.3,0.4,"WNW",31,"WSW","E",9,11,53,44,1011.1,1007.1,NA,NA,13.5,17.3,"No"
2016-07-07,"CoffsHarbour",5.4,22.5,0,"SSW",48,"SW",NA,19,NA,53,54,1012.4,NA,1,NA,18.2,21.8,"No"
2016-07-08,"CoffsHarbour",14.1,20.9,0,"S",50,"SSW","S",9,35,69,79,1017.6,1015.7,NA,8,17.2,17.3,"No"
2016-07-09,"CoffsHarbour",8.1,19.7,1,"SSW",41,"SW","S",20,26,65,56,1021.2,1019.9,NA,5,15.5,19.4,"No"
2016-07-10,"CoffsHarbour",9.3,19.1,0.2,"SW",28,"SW","SSE",19,15,68,76,1024.7,1021.6,8,3,15.2,17.9,"No"
2016-07-11,"CoffsHarbour",11.3,20.3,0.1,"N",37,"N","NNE",19,13,65,64,1019.3,1015.8,7,8,18.4,19.7,"No"
2016-07-12,"CoffsHarbour",11.9,22.6,0,"WNW",50,"NNW","NNE",19,17,63,69,1013.9,1010.3,7,8,19.5,19.8,"No"
2016-07-13,"CoffsHarbour",10.4,16.7,0,"WNW",35,"WNW","NNE",2,7,75,48,1020.3,1020.1,6,7,12.6,16.2,"No"
2016-07-14,"CoffsHarbour",8.8,14.8,0,"WSW",28,"SW","SSE",13,4,51,37,1030.6,1027.3,1,NA,11.1,14.4,"No"
2016-07-15,"CoffsHarbour",3.1,17.2,0,"SW",24,"WSW","SSE",7,13,87,58,1030.4,1027.3,NA,NA,8.6,16.3,"No"
2016-07-16,"CoffsHarbour",7.1,18.4,0,"WSW",30,"WSW","SSW",20,20,70,69,1030.9,1028.6,NA,6,14.1,17.6,"No"
2016-07-17,"CoffsHarbour",13.5,20.2,3.2,"WSW",26,"WSW","S",15,11,94,70,1030.1,1027,8,8,15.2,19.4,"Yes"
2016-07-18,"CoffsHarbour",7.9,22.7,0.1,"NNE",39,"SW","NNE",2,28,90,72,1027.3,1023.1,NA,NA,15.4,20.9,"No"
2016-07-19,"CoffsHarbour",10.6,23,0,"NNW",26,NA,"ENE",0,9,71,61,1022.5,1020.9,NA,NA,19.7,22.3,"No"
2016-07-20,"CoffsHarbour",13,25.1,0,"NNE",41,"NW","NNE",11,26,75,81,1020.5,1016,8,7,19.6,20.9,"No"
2016-07-21,"CoffsHarbour",16.1,18.8,2.8,"SW",22,"WSW","SW",13,13,89,89,1019.3,1016.2,8,8,17.1,17.3,"Yes"
2016-07-22,"CoffsHarbour",10,26.3,5.8,"N",33,"SW","N",9,20,84,58,1014.2,1008,NA,NA,18.8,26.1,"Yes"
2016-07-23,"CoffsHarbour",14.4,27.9,0.1,"WNW",63,"NNW","SSW",11,17,65,25,1004.2,1004.5,NA,NA,23.8,25.3,"No"
2016-07-24,"CoffsHarbour",9.5,15.6,0,"W",19,"W","N",9,13,57,50,1017.5,1013.3,8,8,13.4,14.5,"No"
2016-07-25,"CoffsHarbour",3.9,18.7,0,"N",31,"NNW","NNE",7,19,62,41,1017,1014.8,NA,NA,13.7,17.8,"No"
2016-07-26,"CoffsHarbour",1.6,20,0,"NE",31,"NNW","ENE",7,19,57,57,1018.5,1015.4,NA,NA,14.1,17.7,"No"
2016-07-27,"CoffsHarbour",8,19.1,0,"SE",19,"W","ESE",2,9,70,41,1017.4,1014.6,2,NA,13.8,18.9,"No"
2016-07-28,"CoffsHarbour",2.9,18.2,0,"SSE",22,NA,"ESE",0,11,67,42,1024.9,1022.1,NA,NA,13.2,17.3,"No"
2016-07-29,"CoffsHarbour",2.5,19.6,0,"NNE",30,"WNW","NE",4,19,74,58,1023.4,1018.3,NA,NA,13.9,18.9,"No"
2016-07-30,"CoffsHarbour",4.3,19,0,"SW",31,"SW","S",22,17,60,47,1022.6,1019.8,NA,NA,15.6,18.4,"No"
2016-07-31,"CoffsHarbour",6.6,21,0,"NW",20,"SW","ESE",11,13,66,48,1019.5,1015.6,NA,NA,15.9,20.6,"No"
2016-08-01,"CoffsHarbour",5.5,22.5,0,"NW",33,"NW","NE",9,24,68,65,1018.8,1014.1,NA,NA,16.5,21.3,"No"
2016-08-02,"CoffsHarbour",7.4,23.6,0,"NW",33,"WSW","S",6,13,45,60,1013.3,1009.4,NA,7,18.8,20.8,"No"
2016-08-03,"CoffsHarbour",14.1,16.8,8.6,NA,NA,"WSW","SSW",28,61,86,95,1008.5,1006.8,8,8,16.2,14,"Yes"
2016-08-04,"CoffsHarbour",11.8,18.1,109.4,"S",91,"SW","SSW",30,35,85,60,1018.5,1019.2,NA,5,12.4,17.2,"Yes"
2016-08-05,"CoffsHarbour",10.9,18.8,4.2,"S",46,"WSW","SSW",24,30,82,55,1027.5,1025.1,8,3,12.8,17.9,"Yes"
2016-08-06,"CoffsHarbour",12.2,18.8,0.3,"SW",41,"SW","SSE",24,17,62,66,1027.1,1025,1,NA,16.3,17.7,"No"
2016-08-07,"CoffsHarbour",9.9,18.6,11.4,"SW",30,"WSW","SE",13,15,79,70,1027,1023.8,NA,7,15.4,17.1,"Yes"
2016-08-08,"CoffsHarbour",7.8,19.4,0.1,"S",26,"W","SSE",7,15,75,55,1024.9,1022.7,NA,NA,16.3,17.9,"No"
2016-08-09,"CoffsHarbour",6,20.8,0.1,"NE",33,"NNW","NE",4,28,69,56,1024.3,1020.3,NA,NA,16.2,19.3,"No"
2016-08-10,"CoffsHarbour",10.8,24.3,0,"NNE",39,"NNW","NNE",20,26,57,56,1020.3,1016.4,NA,NA,19.3,23.1,"No"
2016-08-11,"CoffsHarbour",13.7,20.1,0,"NW",37,"NNW",NA,13,0,56,64,1018.6,1016.9,1,8,19.4,19.5,"No"
2016-08-12,"CoffsHarbour",10.2,19.3,0,"SW",33,"SW","SSE",17,13,47,57,1023.1,1020.6,NA,NA,16.4,18.6,"No"
2016-08-13,"CoffsHarbour",8.5,19.8,0,"SW",30,"SSW","SSE",11,15,62,44,1022.5,1020.3,NA,NA,15.7,18.5,"No"
2016-08-14,"CoffsHarbour",4.5,20.2,0,"SSE",33,"WSW","SSE",7,20,63,48,1027.1,1025.8,NA,NA,15.8,19.4,"No"
2016-08-15,"CoffsHarbour",10.8,20.7,4,"WSW",31,"SW","SE",19,15,73,53,1031.9,1030.2,NA,3,17.2,19.7,"Yes"
2016-08-16,"CoffsHarbour",7.4,21.2,0,"NE",31,"WSW","NE",9,19,66,51,1032.1,1028.3,4,NA,16.9,19.8,"No"
2016-08-17,"CoffsHarbour",7.2,21.8,0,"NE",30,"NW","NE",9,15,58,52,1027.8,1024.3,NA,NA,17.2,20.7,"No"
2016-08-18,"CoffsHarbour",7.8,21.7,0,"NE",31,"NW","NE",13,20,65,59,1025.2,1021.8,NA,NA,18.1,20.3,"No"
2016-08-19,"CoffsHarbour",11.9,22.8,0,"NNE",43,"N","NNE",11,30,78,56,1023.6,1018.1,8,1,17.1,21.1,"No"
2016-08-20,"CoffsHarbour",14.3,25.8,0,"NW",52,"NW","W",13,15,59,40,1015.9,1012.8,NA,8,19.2,23.5,"No"
2016-08-21,"CoffsHarbour",4.3,17.9,0,"SSE",26,"SW","ENE",15,15,48,46,1021.6,1018.3,NA,NA,14.4,17.1,"No"
2016-08-22,"CoffsHarbour",6.6,22.1,0,"NE",50,"NNE","NNE",11,33,66,66,1018,1013.3,NA,4,17.5,20.1,"No"
2016-08-23,"CoffsHarbour",14.7,22.8,9.8,"N",39,"NW","S",22,28,74,82,1012.6,1011.8,NA,8,19.4,19.1,"Yes"
2016-08-24,"CoffsHarbour",12.6,16.6,19.8,"WSW",35,"WSW","SW",13,4,94,94,1012.4,1006.6,7,7,13.4,15.4,"Yes"
2016-08-25,"CoffsHarbour",8.2,20,9.2,"W",41,"WSW","WSW",17,24,60,43,1009.4,1009.5,NA,NA,16.3,18.8,"Yes"
2016-08-26,"CoffsHarbour",4.9,17.5,0,"SW",37,"SW","S",22,28,44,38,1018.3,1015.6,NA,NA,13.6,16.6,"No"
2016-08-27,"CoffsHarbour",6.5,19.4,0,"SSW",46,"SW","S",30,28,60,57,1021,1019.3,8,8,14.6,18.7,"No"
2016-08-28,"CoffsHarbour",6.1,20.7,0,"ENE",24,"WSW","ENE",7,15,56,49,1023.9,1020.8,NA,NA,17.4,20.2,"No"
2016-08-29,"CoffsHarbour",6.7,21,0,"ENE",26,"SW","ESE",13,9,59,66,1027,1024.9,NA,NA,18.3,19.5,"No"
2016-08-30,"CoffsHarbour",10.7,22.4,0,"NNE",48,"NNW","NNE",15,35,59,62,1028.9,1025.2,NA,NA,20.7,21.3,"No"
2016-08-31,"CoffsHarbour",13.8,21,0,"N",57,"N","NNE",31,9,61,61,1024.7,1020,3,7,18.3,20.3,"No"
2016-01-02,"Moree",22.3,32.5,NA,"W",56,"NE","SE",30,9,56,28,1009.7,1005.7,6,3,23.5,32.5,NA
2016-01-03,"Moree",18.5,19.7,22.4,"ESE",39,"ENE","E",19,17,92,91,1010.1,1010.3,8,8,18.9,18.6,"Yes"
2016-01-04,"Moree",17.6,28.2,20.6,"E",33,"E","SW",26,11,77,54,1012.4,1009.5,8,7,19.7,25.7,"Yes"
2016-01-05,"Moree",19.7,27.3,0.2,"E",54,"SE","N",11,17,78,71,1010.3,1006.6,7,7,23.2,25.7,"No"
2016-01-06,"Moree",17,29.8,0.6,"SSW",50,"SW","SW",20,28,78,44,1008.6,1007,5,2,21.1,27.8,"No"
2016-01-07,"Moree",15.2,30,0,NA,NA,"S","SSW",9,28,59,31,1012.5,1011.2,1,1,21.9,28.6,"No"
2016-01-08,"Moree",NA,32,0,"ENE",35,NA,"NNW",NA,9,36,24,1018.4,1015.6,NA,NA,25.1,30.9,"No"
2016-01-09,"Moree",18.6,32.6,0,"NE",39,"NE","WNW",30,7,57,30,1019.7,1016.7,NA,NA,22.9,30.8,"No"
2016-01-10,"Moree",18.2,34.7,0,"NE",30,"NNE","SSE",19,11,63,26,1017.9,1014.8,NA,1,25.3,33.5,"No"
2016-01-11,"Moree",21.7,36.7,0,"NE",43,"NNE","NNE",28,15,59,29,1016.1,1012,1,1,25.8,34.5,"No"
2016-01-12,"Moree",23.2,38.8,0,"E",50,"NNE","NE",22,11,43,22,1014.4,1011.5,1,6,28.7,38,"No"
2016-01-13,"Moree",23.4,38.6,0,"NW",48,"NE","NE",20,19,37,23,1016.5,1013.6,1,3,30.5,37.9,"No"
2016-01-16,"Moree",16.6,25.5,NA,"ESE",31,"ESE","NNW",20,17,60,69,1020.9,1019.3,8,8,20.2,21.6,NA
2016-01-17,"Moree",15,30.6,2,"ESE",39,"ESE","NE",20,9,51,28,1020.6,1016.9,1,2,22.2,28.8,"Yes"
2016-01-18,"Moree",17.3,32.1,0,"ENE",35,"NE","SW",19,11,50,26,1018.6,1014.8,1,4,22.3,30.6,"No"
2016-01-19,"Moree",20,34.3,0,"NNE",43,"NNE","S",30,9,54,22,1018.7,1014.2,1,2,23.7,33.2,"No"
2016-01-20,"Moree",20.5,37,0,"NNE",41,"N","N",28,20,49,16,1016.1,1012.4,1,2,26.5,35.1,"No"
2016-01-24,"Moree",20.8,36.5,NA,"E",28,"E","SSE",20,13,56,24,1009.6,1006.3,NA,2,27,35.4,NA
2016-01-25,"Moree",23.7,36.3,2.2,"ENE",52,"NE","NW",35,15,56,33,1010.9,1006.4,4,7,26.5,34.1,"Yes"
2016-01-27,"Moree",21.2,28,NA,"NE",50,"NE","E",35,17,56,69,1013.2,1009.4,6,8,24.4,24.8,NA
2016-01-30,"Moree",20.3,36.1,NA,"NW",63,"NNE","NW",31,31,77,21,1003.4,1001.7,NA,2,25.6,35.4,NA
2016-01-31,"Moree",18.7,33,7.6,"WNW",41,"WNW","W",11,20,38,21,1008.1,1005.6,0,2,23.8,31.3,"Yes"
2016-02-01,"Moree",17,34.1,0,"W",50,"WNW","WNW",13,30,42,20,1006.8,1003.7,3,1,24.5,32.9,"No"
2016-02-02,"Moree",14.9,33.5,0,"WSW",35,"ENE","WSW",11,24,39,28,1004.8,1003.4,2,7,25.4,31.7,"No"
2016-02-03,"Moree",23.1,31,0.4,"E",33,"NE","E",13,19,82,85,1003.6,1001.6,8,8,24.5,25.6,"No"
2016-02-04,"Moree",23.2,33.7,0.4,"SE",43,"E","SSW",15,20,87,52,1004.3,1003.2,5,4,25.2,30.9,"No"
2016-02-05,"Moree",18,33.9,0.2,"ESE",52,"SSE","ESE",24,28,52,32,1009.8,1007.7,NA,6,25.3,31.9,"No"
2016-02-06,"Moree",18.7,31.5,0,"E",37,"ESE","ENE",22,15,51,36,1012.1,1010,7,2,24.1,29.9,"No"
2016-02-07,"Moree",21.3,33.4,1,"SSW",33,"ESE","SW",11,15,71,37,1014.4,1011.5,8,1,22.8,31.6,"No"
2016-02-08,"Moree",19.7,34.5,0,"ENE",31,"E","SE",19,13,54,30,1015.7,1012.4,1,3,24.1,32.3,"No"
2016-02-09,"Moree",19,34.5,0,"E",39,"ESE","SSE",20,9,47,25,1016.9,1013.3,0,1,24.7,33.6,"No"
2016-02-10,"Moree",18.3,33.5,0,"E",33,"E","NNE",24,7,47,25,1014.9,1011.1,0,1,24,31.3,"No"
2016-02-11,"Moree",19.5,35.5,0,"SE",33,"NE","S",15,17,57,23,1013.6,1009.8,0,2,24,34.3,"No"
2016-02-12,"Moree",21.4,35.3,0,"S",35,"NE","SSE",15,17,53,25,1014.3,1010.5,NA,1,24.3,33.3,"No"
2016-02-13,"Moree",19.6,36.9,0,"SSW",41,"E","SSW",22,28,51,21,1013.1,1008.7,NA,NA,23.8,33.9,"No"
2016-02-14,"Moree",19.8,39.3,0,"SSW",50,"N","SSW",15,19,62,20,1010.4,1006.1,0,1,24.1,37,"No"
2016-02-15,"Moree",21,40.6,0,"WSW",48,"NNE","W",17,15,28,12,1009.6,1006.4,1,2,29.1,38.9,"No"
2016-02-16,"Moree",24.2,38.8,0,"WSW",46,"NNE","SSW",20,30,37,13,1007.5,1005,1,4,29.9,37.4,"No"
2016-02-17,"Moree",16.2,33.8,0,"WSW",46,"SW","W",13,19,36,18,1008.5,1006,1,0,22.6,32.4,"No"
2016-02-18,"Moree",13.8,34.7,0,"NW",43,"E","WNW",9,26,27,16,1007.9,1005.5,0,0,22.7,33.3,"No"
2016-02-19,"Moree",17.4,38,0,"NNE",39,"NE","NW",24,19,54,14,1010.8,1008.2,NA,NA,26.9,36.6,"No"
2016-02-20,"Moree",18.7,37.4,0,"ENE",48,"NE","NW",17,7,59,27,1016.1,1013.2,NA,NA,25.2,35.6,"No"
2016-02-21,"Moree",23.4,36.9,0,"E",52,"NE","ENE",19,15,53,28,1020.7,1017.6,NA,6,27.3,33.7,"No"
2016-02-22,"Moree",20.2,36.3,1.2,"ENE",37,"E","SSE",19,17,49,22,1023.1,1018.2,0,1,25.1,34.9,"Yes"
2016-02-23,"Moree",19.5,34.7,0,"ENE",35,"ENE","SSE",22,11,50,18,1019.9,1015.5,0,1,24.2,33.4,"No"
2016-02-24,"Moree",19.9,35,0,"NNE",37,"N","NW",24,9,56,23,1017.4,1013.3,0,1,24.2,34.4,"No"
2016-02-25,"Moree",21.5,37.2,0,"NNE",43,"NNE","SW",30,9,62,23,1015.6,1012.2,0,1,25.2,34.8,"No"
2016-02-26,"Moree",19.8,41.8,0,"SSW",46,"NE","S",17,17,44,13,1012.8,1008.8,NA,NA,27.9,40.4,"No"
2016-02-27,"Moree",24.2,38.6,0,"SW",39,"E","S",19,13,47,23,1013.5,1010.3,NA,1,29.1,37.4,"No"
2016-02-28,"Moree",22.8,37.4,0,"SW",46,"ENE","SW",17,15,51,22,1015.1,1011.2,1,3,27,35,"No"
2016-02-29,"Moree",21.9,36.5,0,"E",44,"E","WSW",20,11,49,19,1016.8,1013.1,1,3,26.3,34.6,"No"
2016-03-01,"Moree",20.2,35.8,0,"NE",43,"E","S",22,11,49,25,1018.5,1015.2,1,5,24.9,33.4,"No"
2016-03-02,"Moree",20.7,36.3,0,"NNE",33,"ENE","WNW",20,11,52,26,1020.3,1016.3,3,3,24.9,34.5,"No"
2016-03-03,"Moree",23,36,0,"NE",48,"NNE","WNW",20,11,62,31,1020.4,1016.9,5,7,25.6,33.3,"No"
2016-03-04,"Moree",21.5,34.6,0,"ENE",46,"NE","NW",22,11,61,34,1020.5,1016.1,NA,7,24.7,32.3,"No"
2016-03-05,"Moree",21.3,34.2,0,"NE",43,"NNE","W",22,6,51,28,1020.7,1016.9,NA,2,24.8,33.4,"No"
2016-03-06,"Moree",20.6,34.5,0,"ESE",35,"E","ENE",20,13,52,25,1020.8,1017.1,NA,NA,23.8,32,"No"
2016-03-07,"Moree",20,34.7,0,"NNE",37,"ENE","E",19,15,57,29,1020.4,1016.4,1,6,24.9,32.6,"No"
2016-03-08,"Moree",20.1,36.1,0,"NE",65,"ENE","ESE",15,22,54,22,1020.8,1016.6,2,4,24.6,33.8,"No"
2016-03-09,"Moree",20.4,35.2,0,"NE",48,"ENE","N",17,22,58,30,1021.3,1016.7,1,4,24.9,34.5,"No"
2016-03-10,"Moree",22,34.9,0,"NNE",37,"NE","ENE",20,13,66,31,1020.8,1016.5,7,5,24.7,33.1,"No"
2016-03-11,"Moree",23.8,33.2,0,"ENE",39,"NNE","N",26,11,59,31,1019.4,1015.7,8,NA,25.2,32.1,"No"
