show_id,type,title,cast,country,date_added,release_year,rating,duration,listed_in
s287,TV Show,Gabby's Dollhouse,"Laila Lockhart Kraner, Tucker Chandler, Juliet Donenfeld, Maggi Lowe, Donovan Patton, Eduardo Franco, Tara Strong, Secunda Wood, Carla Tassara, Sainty Nelsen",United States,10-Aug-21,2021,TV-Y,2 Seasons,Kids' TV
s291,Movie,Untold: Malice at the Palace,,United States,10-Aug-21,2021,TV-MA,70 min,"Documentaries, Sports Movies"
s293,Movie,Quartet,"Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon, Andrew Sachs, Sheridan Smith, David Ryall, Trevor Peacock, Gwyneth Jones",United Kingdom,08-Aug-21,2012,PG-13,98 min,"Comedies, Dramas, Independent Movies"
s296,Movie,The Paper Tigers,"Alain Uy, Ron Yuan, Mykel Shannon Jenkins, Jae Suh Park, Matthew Page, Joziah Lagonoy, Raymond Ma",United States,07-Aug-21,2021,PG-13,111 min,"Action & Adventure, Comedies"
s297,TV Show,Hit & Run,"Lior Raz, Kaelen Ohm, Sanaa Lathan, Moran Rosenblatt, Lior Ashkenazi, Gregg Henry, Gal Toren","Israel, United States",06-Aug-21,2021,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries"
s301,Movie,Vivo,"Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldana, Juan de Marcos, Brian Tyree Henry, Gloria Estefan, Michael Rooker, Nicole Byer","Canada, United States",06-Aug-21,2021,PG,100 min,"Children & Family Movies, Music & Musicals"
s305,Movie,Lady Boss: The Jackie Collins Story,Jackie Collins,United Kingdom,05-Aug-21,2021,TV-14,97 min,Documentaries
s308,Movie,Aftermath,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles",United States,04-Aug-21,2021,TV-MA,115 min,Horror Movies
s309,Movie,American Masters: Inventing David Geffen,David Geffen,United States,04-Aug-21,2012,TV-MA,115 min,Movies
s311,TV Show,Cocaine Cowboys: The Kings of Miami,,United States,04-Aug-21,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s313,TV Show,Cooking With Paris,Paris Hilton,United States,04-Aug-21,2021,TV-MA,1 Season,Reality TV
s315,Movie,Heavy,"Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry, Evan Dando, Joe Grifasi, David Patrick Kelly, Marian Quinn",United States,03-Aug-21,1995,R,104 min,"Dramas, Independent Movies, Romantic Movies"
s316,Movie,Ije: The Journey,"Genevieve Nnaji, Omotola Jalade-Ekeinde, Odalys Garcia, Ulrich Que, Jeff Swarthout, Clem Ohameze, Ann D. Carey, Anahit Setian, Danielle Soibelman, Jon Morgan Woodward","United States, Nigeria",03-Aug-21,2010,TV-MA,106 min,"Dramas, International Movies"
s318,Movie,Pray Away,,United States,03-Aug-21,2021,PG-13,102 min,"Documentaries, LGBTQ Movies"
s324,TV Show,30 Rock,"Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack McBrayer, Scott Adsit, Judah Friedlander, Katrina Bowden, Keith Powell, Lonny Ross, John Lutz, Kevin Brown, Grizz Chapman, Maulik Pancholy",United States,01-Aug-21,2012,TV-14,7 Seasons,TV Comedies
s326,Movie,Beethoven,"Charles Grodin, Bonnie Hunt, Dean Jones, Oliver Platt, Stanley Tucci, Nicholle Tom, Christopher Castile, Sarah Rose Karr, David Duchovny, Patricia Heaton, O-Lan Jones, Nancy Fish",United States,01-Aug-21,1992,PG,87 min,"Children & Family Movies, Comedies"
s327,Movie,Beethoven's 2nd,"Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile, Sarah Rose Karr, Debi Mazar, Chris Penn",United States,01-Aug-21,1993,PG,88 min,"Children & Family Movies, Comedies"
s328,Movie,Beowulf,"Ray Winstone, Anthony Hopkins, John Malkovich, Angelina Jolie, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Sharisse Baker-Bernard","United States, United Kingdom",01-Aug-21,2007,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy"
s329,Movie,Boyka: Undisputed,"Scott Adkins, Teodora Duhovnikova, Alon Aboutboul, Julian Vergov, Brahim Achabbakhe, Paul Chahidi, Petio Petkov, Valentin Ganev, Vlado Mihailov","Bulgaria, United States",01-Aug-21,2016,R,90 min,Action & Adventure
s330,Movie,Catch Me If You Can,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin","United States, Canada",01-Aug-21,2002,PG-13,142 min,Dramas
s331,Movie,Cloudy with a Chance of Meatballs,"Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker","United States, Canada",01-Aug-21,2009,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s333,Movie,Deep Blue Sea,"Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie, Michael Rapaport, Stellan Skarsgård, LL Cool J, Aida Turturro, Cristos, Daniel Rey","United States, Mexico",01-Aug-21,1999,R,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s334,Movie,Ferris Bueller's Day Off,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones, Jennifer Grey, Cindy Pickett, Lyman Ward, Edie McClurg, Charlie Sheen, Kristy Swanson, Ben Stein, Del Close",United States,01-Aug-21,1986,PG-13,103 min,"Classic Movies, Comedies, Cult Movies"
s335,Movie,Five Feet Apart,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hébert Gregory, Parminder Nagra, Claire Forlani, Emily Baldoni, Gary Weeks, Cynthia Evans",United States,01-Aug-21,2019,PG-13,116 min,"Dramas, Romantic Movies"
s336,Movie,Freedomland,"Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard, William Forsythe, Aunjanue Ellis, Anthony Mackie, LaTanya Richardson Jackson, Clarke Peters, Peter Friedman, Domenick Lombardozzi",United States,01-Aug-21,2006,R,113 min,"Dramas, Thrillers"
s338,Movie,Good Luck Chuck,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada",01-Aug-21,2007,R,99 min,"Comedies, Romantic Movies"
s341,Movie,Inception,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas","United States, United Kingdom",01-Aug-21,2010,PG-13,148 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers"
s342,Movie,Magnolia,"John C. Reilly, Philip Baker Hall, Tom Cruise, Julianne Moore, Philip Seymour Hoffman, William H. Macy, Jeremy Blackman, Jason Robards, Melinda Dillon, April Grace, Luis Guzmán, Ricky Jay, Alfred Molina, Michael Murphy, Melora Walters",United States,01-Aug-21,1999,R,189 min,"Dramas, Independent Movies"
s343,Movie,Major Payne,"Damon Wayans, Karyn Parsons, William Hickey, Michael Ironside, Albert Hall, Ross Bickell, Orlando Brown, Peyton Chesson-Fohl, Steven Martini",United States,01-Aug-21,1995,PG-13,97 min,Comedies
s344,Movie,My Girl,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones",United States,01-Aug-21,1991,PG-13,102 min,Dramas
s345,Movie,My Girl 2,"Anna Chlumsky, Austin O'Brien, Dan Aykroyd, Jamie Lee Curtis, Richard Masur, Christine Ebersole, Angeline Ball",United States,01-Aug-21,1994,PG,99 min,"Children & Family Movies, Comedies, Dramas"
s346,Movie,Open Season: Scared Silly,"William Townsend, Donny Lucas, Melissa Sturm, Trevor Devall, Brian Drummond, Kathleen Barr, Garry Chalk, Lee Tockar, Shannon Chan-Kent, Michelle Murdocca, Lorne Cardinal, Peter Kelamis","United States, Canada",01-Aug-21,2015,PG,85 min,"Children & Family Movies, Comedies"
s347,Movie,Pineapple Express,"Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard",United States,01-Aug-21,2008,R,112 min,"Action & Adventure, Comedies"
s348,Movie,Planet 51,"Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict","Spain, United Kingdom, United States",01-Aug-21,2009,PG,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s349,Movie,Poms,"Diane Keaton, Jacki Weaver, Pam Grier, Rhea Perlman, Celia Weston, Alisha Boe, Charlie Tahan","United Kingdom, United States",01-Aug-21,2019,PG-13,91 min,Comedies
s350,Movie,Seabiscuit,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, David McCullough, Kingston DuCoeur, Eddie Jones, Ed Lauter, Michael O'Neill, Michael Angarano, Royce D. Applegate, Annie Corley, Valerie Mahaffey",United States,01-Aug-21,2003,PG-13,141 min,"Dramas, Sports Movies"
s351,Movie,Space Cowboys,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Rade Serbedzija, Barbara Babcock, Blair Brown",United States,01-Aug-21,2000,PG-13,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy"
s352,Movie,Team America: World Police,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo, Daran Norris, Phil Hendrie, Maurice LaMarche, Chelsea Magritte, Jeremy Shada, Fred Tatasciore","United States, Germany",01-Aug-21,2004,R,98 min,"Action & Adventure, Comedies, Cult Movies"
s353,Movie,The Edge of Seventeen,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto, Alexander Calvert, Eric Keenleyside","United States, China",01-Aug-21,2016,R,105 min,"Comedies, Dramas"
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,"Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind, Cicely Tyson, Andrea Frankle, Brad James, Lance E. Nichols",United States,01-Aug-21,2013,R,101 min,Horror Movies
s355,Movie,The Last Boy Scout,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill",United States,01-Aug-21,1991,R,105 min,"Action & Adventure, Comedies"
s356,Movie,The Lincoln Lawyer,"Matthew McConaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher",United States,01-Aug-21,2011,R,118 min,"Dramas, Thrillers"
s357,Movie,The Losers,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba, Columbus Short, Óscar Jaenada, Jason Patric, Holt McCallany, Peter Macdissi, Peter Francis James","United States, France",01-Aug-21,2010,PG-13,97 min,Action & Adventure
s358,Movie,The Machinist,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside, Lawrence Gilliard Jr., Reg E. Cathey, Anna Massey, Matthew Romero, Robert Long, Colin Stinton, Craig Stevenson","Spain, France, United Kingdom, United States",01-Aug-21,2004,R,102 min,"Dramas, Independent Movies, Thrillers"
s359,Movie,The Net,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett",United States,01-Aug-21,1995,PG-13,114 min,Thrillers
s360,Movie,The Original Kings of Comedy,"Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac",United States,01-Aug-21,2000,R,111 min,Stand-Up Comedy
s361,Movie,Valentine's Day,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift",United States,01-Aug-21,2010,PG-13,125 min,"Comedies, Romantic Movies"
s362,TV Show,Charmed,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie",United States,31-Jul-21,2021,TV-14,3 Seasons,"TV Dramas, TV Sci-Fi & Fantasy"
s367,TV Show,Glow Up,,United Kingdom,30-Jul-21,2021,TV-14,3 Seasons,"British TV Shows, International TV Shows, Reality TV"
s371,TV Show,Outer Banks,"Chase Stokes, Madelyn Cline, Madison Bailey, Jonathan Daviss, Rudy Pankow, Charles Esten, Adina Porter, Austin North, Drew Starkey",United States,30-Jul-21,2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, Teen TV Shows"
s379,Movie,Fantastic Fungi,,United States,28-Jul-21,2019,TV-14,81 min,Documentaries
s381,TV Show,The Flash,"Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes, Tom Cavanagh, Jesse L. Martin, Neil Sandilands, Britne Oldford, Danielle Nicolet, Keiynan Lonsdale, Kim Engelbrecht",United States,28-Jul-21,2021,TV-14,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
s383,TV Show,All American,"Daniel Ezra, Taye Diggs, Samantha Logan, Bre-Z, Greta Onieogou, Monet Mazur, Michael Evans Behling, Cody Christian, Karimah Westbrook, Jalyn Hall, Jordan Belfi, Briana Lane",United States,27-Jul-21,2021,TV-14,3 Seasons,"TV Dramas, Teen TV Shows"
s387,TV Show,Mighty Express,"Jay Hatton, Zoe Hatz, Meesha Contreras, Dylan Shombing, Tyler Nathan, Leo Orgil, Michela Luci, Ian Ho, Evan Lefeuvre, Annick Obonsawin","United States, Canada",27-Jul-21,2021,TV-Y,4 Seasons,Kids' TV
s390,Movie,The Operative,"Diane Kruger, Martin Freeman, Cas Anvar, Rotem Keinan, Yohanan Herson","France, Israel, Germany, United States, United Kingdom",27-Jul-21,2019,TV-MA,117 min,"Dramas, International Movies, Thrillers"
s391,TV Show,The Walking Dead,"Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal",United States,26-Jul-21,2019,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas"
s392,TV Show,Wynonna Earp,"Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley, Michael Eklund, Katherine Barrell, Greg Lawson, Natascha Girgis","Canada, United States",26-Jul-21,2020,TV-MA,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas"
s393,Movie,Django Unchained,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson",United States,24-Jul-21,2012,R,165 min,"Action & Adventure, Dramas"
s403,Movie,The Last Letter From Your Lover,"Shailene Woodley, Felicity Jones, Callum Turner, Joe Alwyn, Nabhaan Rizwan, Ncuti Gatwa, Emma Appleton, Christian Brassington, Alice Orr-Ewing, Lee Knight, Zoe Boyle, Ben Cross, Diana Kent",United Kingdom,23-Jul-21,2021,TV-MA,111 min,"Dramas, Romantic Movies"
s404,TV Show,The Movies That Made Us,,United States,23-Jul-21,2021,TV-MA,2 Seasons,Docuseries
s426,TV Show,Chicago Med,"Colin Donnell, Torrey DeVitto, Oliver Platt, S. Epatha Merkerson, Nick Gehlfuss, Yaya DaCosta, Laurie Holden",United States,22-Jul-21,2019,TV-14,5 Seasons,TV Dramas
s434,Movie,Milkwater,"Molly Bernard, Patrick Breen, Robin de Jesús, Ava Eisenson, Ade Otukoya",United States,20-Jul-21,2020,TV-MA,102 min,"Comedies, Dramas, Independent Movies"
s438,Movie,Cosmic Sin,"Frank Grillo, Bruce Willis, Brandon Thomas Lee, Corey Large, Perrey Reeves, C.J. Perry, Lochlyn Munro, Costas Mandylor, Adelaide Kane, Eva De Dominici, Sarah May Sommers, Trevor Gretzky",United States,17-Jul-21,2021,R,88 min,Action & Adventure
s441,TV Show,Explained,,United States,16-Jul-21,2021,TV-MA,3 Seasons,"Docuseries, Science & Nature TV"
s443,TV Show,Johnny Test,"James Arnold Taylor, Trevor Devall, Maryke Hendrikse, Emily Tennant","United States, Canada",16-Jul-21,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies"
s446,Movie,The Beguiled,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",United States,16-Jul-21,2017,R,94 min,"Dramas, Independent Movies, Thrillers"
s447,Movie,The Book of Henry,"Naomi Watts, Jaeden Martell, Jacob Tremblay, Sarah Silverman, Dean Norris, Lee Pace, Maddie Ziegler, Tonya Pinkins, Bobby Moynihan, Geraldine Hughes",United States,16-Jul-21,2017,PG-13,105 min,Dramas
s448,Movie,The Twilight Saga: Breaking Dawn: Part 1,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Jackson Rathbone, Ashley Greene",United States,16-Jul-21,2011,PG-13,117 min,"Dramas, Romantic Movies"
s449,Movie,The Twilight Saga: Breaking Dawn: Part 2,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Kellan Lutz, Nikki Reed, Billy Burke",United States,16-Jul-21,2012,PG-13,115 min,"Dramas, Romantic Movies"
s450,Movie,The Twilight Saga: Eclipse,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Billy Burke, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Ashley Greene, Nikki Reed",United States,16-Jul-21,2010,PG-13,124 min,"Dramas, Romantic Movies"
s451,Movie,The Twilight Saga: New Moon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Ashley Greene, Rachelle Lefevre, Billy Burke, Michael Sheen, Dakota Fanning, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Kellan Lutz, Nikki Reed, Edi Gathegi",United States,16-Jul-21,2009,PG-13,131 min,"Dramas, Romantic Movies"
s452,Movie,Twilight,"Kristen Stewart, Robert Pattinson, Billy Burke, Peter Facinelli, Elizabeth Reaser, Cam Gigandet, Ashley Greene, Anna Kendrick, Nikki Reed, Taylor Lautner, Jackson Rathbone, Kellan Lutz",United States,16-Jul-21,2008,PG-13,122 min,"Action & Adventure, Dramas, Romantic Movies"
s460,TV Show,Never Have I Ever,"Maitreyi Ramakrishnan, Poorna Jagannathan, Richa Moorjani, Jaren Lewison, Darren Barnet, John McEnroe, Ramona Young, Lee Rodriguez, Sendhil Ramamurthy, Adam Shapiro, Niecy Nash, Cocoa Brown, Lily D. Moore, Eddie Liu",United States,15-Jul-21,2021,TV-14,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows"
s461,Movie,Surf's Up,"Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela","United States, Canada",15-Jul-21,2007,PG,86 min,"Children & Family Movies, Comedies, Sports Movies"
s463,Movie,This Changes Everything,,United States,15-Jul-21,2019,TV-MA,96 min,Documentaries
s470,Movie,American Woman,"Hong Chau, Sarah Gadon, John Gallagher Jr., Lola Kirke, Ellen Burstyn, David Cubitt, Jordan Pettle, Richard Walters","United States, Canada",13-Jul-21,2019,TV-MA,87 min,"Dramas, Independent Movies"
s473,TV Show,Ridley Jones,"Iara Nemirovsky, Laraine Newman, David Errigo Jr, Tyler Shamy, Ezra Menas, Ashlyn Madden, Sutton Foster",United States,13-Jul-21,2021,TV-Y,1 Season,Kids' TV
s474,Movie,Born to Play,,United States,12-Jul-21,2020,TV-MA,93 min,"Documentaries, Sports Movies"
s475,Movie,American Ultra,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton, Walton Goggins, John Leguizamo, Bill Pullman, Tony Hale, Lavell Crawford, Stuart Greer","United States, Switzerland",10-Jul-21,2015,R,96 min,"Action & Adventure, Comedies"
s478,TV Show,Atypical,"Jennifer Jason Leigh, Keir Gilchrist, Michael Rapaport, Brigette Lundy-Paine, Amy Okuda, Jenna Boyd, Graham Rogers, Nik Dodani",United States,09-Jul-21,2021,TV-14,4 Seasons,"TV Comedies, TV Dramas, Teen TV Shows"
s487,Movie,Ratchet and Clank,"Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson, Jim Ward, Armin Shimerman, Vincent Tong, Andrew Cownden, James Arnold Taylor, David Kaye, Sylvester Stallone","Hong Kong, Canada, United States",09-Jul-21,2016,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s489,TV Show,Virgin River,"Alexandra Breckenridge, Martin Henderson, Tim Matheson, Annette O'Toole, Colin Lawrence, Jenny Cooper, Lauren Hammersley",United States,09-Jul-21,2021,TV-14,3 Seasons,"Romantic TV Shows, TV Dramas"
s490,Movie,Back to Q82,"Jassim Al Nabhan, Abdel Imam Abdullah, Abdulaziz El Nassar, Khalid Muthafar, Amal Anbari, Ali Al-Hamdaan, El Hussein Abd, Nawaf Al Shemmeri, Bashar Abd Alah, Naser Albouloshy","Kuwait, United States",08-Jul-21,2017,TV-14,104 min,"Comedies, International Movies"
s492,Movie,Home Again,"Reese Witherspoon, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Pico Alexander, Lake Bell, Reid Scott, Dolly Wells, Lola Flanery, Eden Grace Redfield, P.J. Byrne",United States,08-Jul-21,2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies"
s493,Movie,Midnight Sun,"Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard, Suleka Mathew, Tiera Skovbye, Ken Tremblett, Norm Misura, Austin Obiajunwa, Nicholas Coombe",United States,08-Jul-21,2018,PG-13,91 min,"Dramas, Romantic Movies"
s494,TV Show,RESIDENT EVIL: Infinite Darkness,"Nick Apostolides, Stephanie Panisello, Ray Chase, Jona Xiao, Billy Kametz, Joe J. Thomas, Doug Stone, Brad Venable, Toshiyuki Morikawa, Yuhko Kaida, Fumihiko Tachiki, Megumi Han, Kenji Nojima, Kazuhiko Inoue, Aruno Tahara, Mitsuru Ogata","United States, Japan",08-Jul-21,2021,TV-MA,1 Season,"Anime Series, TV Horror, TV Thrillers"
s495,Movie,Rock the Kasbah,"Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Bruce Willis, Arian Moayed, Taylor Kinney, Glenn Fleshler",United States,08-Jul-21,2015,R,106 min,"Comedies, Music & Musicals"
s497,Movie,Brick Mansions,"Paul Walker, David Belle, RZA, Gouchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet","France, Canada, United States, Spain",07-Jul-21,2014,PG-13,90 min,"Action & Adventure, International Movies"
s500,TV Show,Dogs,,United States,07-Jul-21,2021,TV-PG,2 Seasons,Docuseries
s510,TV Show,Ask the StoryBots,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,06-Jul-21,2019,TV-Y,3 Seasons,Kids' TV
s512,TV Show,Chelsea,,United States,06-Jul-21,2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies"
s514,TV Show,Colony,"Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Amanda Righetti, Tory Kittles, Isabella Crovetti, Alex Neustaedter",United States,06-Jul-21,2018,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s515,TV Show,Cuckoo,"Andy Samberg, Taylor Lautner, Greg Davies, Helen Baxendale, Tamla Kari, Tyger Drew-Honey, Esther Smith",United Kingdom,06-Jul-21,2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Comedies"
s516,TV Show,Derry Girls,"Saoirse-Monica Jackson, Nicola Coughlan, Louisa Harland, Jamie-Lee O'Donnell, Dylan Llewellyn, Tara Lynne O'Neill, Kathy Kiera Clarke, Tommy Tiernan, Ian McElhinney, Siobhan McSweeney",United Kingdom,06-Jul-21,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies"
s520,TV Show,I AM A KILLER,,United Kingdom,06-Jul-21,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries"
s521,TV Show,I Think You Should Leave with Tim Robinson,"Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant",United States,06-Jul-21,2021,TV-MA,2 Seasons,TV Comedies
s524,TV Show,Marcella,"Anna Friel, Nicholas Pinnock, Sinéad Cusack, Nina Sosanya, Harry Lloyd, Laura Carmichael, Maeve Dermody, Ray Panthaki, Ian Puleston-Davies, Patrick Baladi, Florence Pugh, Jamie Bamber, Charlie Covell, Andrew Lancel, Jack Doolan, Tobias Santelmann, Stephen Lord, Ben Cura, Imogen Faires",United Kingdom,06-Jul-21,2019,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
s526,TV Show,My Little Pony: Friendship Is Magic,"Ashleigh Ball, Tabitha St. Germain, Tara Strong, Andrea Libman, Cathy Weseluck, Nicole Oliver","United States, Canada",06-Jul-21,2018,TV-Y,8 Seasons,Kids' TV
s527,TV Show,Orange Is the New Black,"Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez",United States,06-Jul-21,2019,TV-MA,7 Seasons,"TV Comedies, TV Dramas"
s528,TV Show,Puffin Rock,"Chris O'Dowd, Kate McCafferty, Sally McDaid, Geraldine Cole, Brian McMonagle, Darragh Gargan","Ireland, United States, United Kingdom",06-Jul-21,2016,TV-Y,2 Seasons,Kids' TV
s531,TV Show,Richie Rich,"Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler",United States,06-Jul-21,2015,TV-G,2 Seasons,"Kids' TV, TV Comedies"
s533,TV Show,Scream,"Willa Fitzgerald, Bex Taylor-Klaus, John Karna, Amadeus Serafini, Connor Weil, Carlson Young, Jason Wiles, Tracy Middendorf, Tom Maden, Bobby Campo, Santiago Segura, Mike Vaughn",United States,06-Jul-21,2019,TV-MA,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries"
