userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
1749501,24,13,1989,12,male,892,704,556,302,555,238,512,64,43
1776062,18,4,1995,5,male,221,661,629,306,124,306,77,0,47
1584208,27,4,1986,8,male,274,651,548,306,296,306,208,0,88
1075098,16,24,1997,8,female,790,680,429,324,395,11,148,313,247
1503665,19,27,1994,10,female,414,673,479,321,196,58,53,263,143
1330225,25,16,1988,11,male,842,675,492,314,249,153,112,161,137
1321450,36,4,1977,7,female,390,661,425,309,559,129,410,180,149
1833955,18,7,1995,1,female,1547,663,313,321,228,288,91,33,137
1492569,18,9,1995,8,female,263,671,168,325,602,270,301,55,301
1475527,31,10,1982,6,female,235,693,12,327,1407,284,432,43,975
1315235,16,14,1997,9,male,492,662,546,309,22,309,15,0,7
1118596,14,24,1999,5,female,425,710,200,316,86,316,64,0,22
2048149,18,19,1995,11,male,648,680,506,338,11,0,4,338,7
1378853,17,15,1996,3,male,639,695,508,344,378,38,222,306,156
1371381,18,3,1995,3,female,433,701,230,332,475,296,419,36,56
1280992,25,2,1988,11,female,539,678,477,334,253,248,122,86,131
1217083,19,28,1994,7,female,531,640,80,335,869,328,620,7,249
1547457,16,5,1997,6,male,65,660,631,346,24,346,21,0,3
1115293,17,22,1996,4,male,230,699,587,344,127,344,78,0,49
2191391,19,25,1994,3,male,475,716,486,331,312,331,279,0,33
1901929,20,19,1993,10,female,470,650,309,347,187,56,147,291,40
1477937,15,23,1998,10,female,192,640,472,355,487,62,293,293,194
1968677,15,6,1998,7,female,164,692,417,352,462,128,254,224,208
2030973,17,21,1996,12,female,673,697,459,347,479,283,110,64,369
1167082,18,20,1995,3,male,596,657,288,347,315,255,182,92,133
1993267,19,18,1994,10,female,463,695,366,366,362,284,175,82,187
1076507,16,16,1997,5,female,472,658,403,352,602,333,463,19,139
1934714,16,21,1997,2,female,597,667,527,365,374,362,99,3,275
1950783,23,18,1990,4,male,641,718,448,360,155,360,139,0,16
1669121,18,8,1995,3,male,583,675,493,368,423,368,390,0,33
1742777,16,10,1997,4,male,658,645,244,379,95,0,36,379,59
1993159,15,12,1998,3,female,476,678,425,385,344,49,109,336,235
1984301,18,16,1995,10,female,536,647,379,378,143,267,80,111,63
2046187,18,3,1995,4,female,637,716,351,394,493,266,145,128,348
1328197,14,7,1999,5,female,54,671,247,383,724,104,420,279,304
1911770,15,10,1998,2,male,509,652,256,388,863,193,646,195,217
1291853,19,3,1994,5,female,450,697,253,373,625,98,392,275,233
1805277,23,4,1990,11,male,1706,660,276,370,919,266,564,104,355
1574114,16,22,1997,4,male,433,692,289,378,145,302,73,76,72
1512327,19,15,1994,8,male,611,648,511,381,237,309,219,72,18
1298134,16,17,1997,9,female,442,708,425,370,677,364,513,6,164
2168484,19,6,1994,11,female,602,686,258,377,1407,331,624,46,783
1103869,16,21,1997,9,male,611,654,617,370,17,370,14,0,3
1474177,18,25,1995,12,male,940,713,518,388,551,388,511,0,40
1628242,19,20,1994,12,male,871,640,329,406,229,242,119,164,110
1608015,24,1,1989,12,female,1073,676,497,412,407,166,265,246,142
2051697,30,20,1983,4,male,1115,640,342,410,728,278,293,132,435
1032261,18,8,1995,1,female,308,661,327,417,655,410,506,7,149
1698158,22,26,1991,5,female,414,700,165,411,617,395,526,16,91
1380701,40,17,1973,2,female,812,706,316,397,1100,389,507,8,593
1514498,22,12,1991,5,male,697,707,624,418,89,418,59,0,30
2087812,22,16,1991,5,male,158,646,591,421,468,421,394,0,74
2121194,29,29,1984,2,female,776,660,409,405,365,405,179,0,186
1106707,16,13,1997,12,female,1019,715,530,425,152,0,73,425,79
1773073,14,11,1999,3,female,505,697,208,445,777,82,554,363,223
1291487,17,17,1996,10,female,260,663,385,438,326,232,78,206,248
1141603,30,12,1983,11,female,208,698,191,438,400,168,84,270,316
1247887,16,30,1997,4,female,404,681,383,439,1471,308,943,131,528
1846052,16,29,1997,11,female,300,694,305,438,569,374,284,64,285
2134339,16,1,1997,7,male,482,661,507,429,431,357,235,72,196
1225014,18,7,1995,3,female,900,720,197,427,301,324,93,103,208
2111555,19,7,1994,9,male,428,663,499,427,1208,417,839,10,369
1078334,32,25,1981,5,male,605,671,554,449,35,448,24,1,11
2184248,15,12,1998,9,female,625,650,450,432,225,432,81,0,144
1516259,16,9,1997,7,female,560,684,402,422,174,422,127,0,47
1974869,27,24,1986,5,female,674,717,512,444,267,444,90,0,177
1462221,16,3,1997,3,female,169,655,261,432,458,432,182,0,276
2142758,34,1,1979,2,male,654,703,494,438,354,438,191,0,163
2046382,19,15,1994,5,female,664,688,355,446,1562,446,1510,0,52
1974879,17,5,1996,3,female,449,671,177,476,504,49,118,427,386
1908004,23,4,1990,10,male,270,640,391,455,275,291,69,164,206
1568087,15,6,1998,10,male,404,678,514,479,502,119,278,360,224
1728805,16,18,1997,1,female,733,712,340,466,383,215,186,251,197
1171529,28,23,1985,12,female,179,705,606,454,427,272,258,182,169
1827703,27,23,1986,4,female,403,669,596,475,701,234,556,241,145
1521558,31,28,1982,2,female,1720,645,368,481,853,177,683,304,170
1167512,17,15,1996,6,male,722,682,394,474,149,456,98,18,51
1477547,29,13,1984,9,female,1346,681,621,465,511,374,378,91,133
2027196,16,18,1997,10,male,249,698,611,463,40,463,37,0,3
1103340,21,11,1992,7,female,315,648,58,475,179,475,129,0,50
1839146,24,22,1989,5,male,647,709,395,482,572,482,527,0,45
1997954,28,13,1985,3,female,286,669,403,482,1195,482,1074,0,121
2177713,18,26,1995,7,female,543,649,281,509,1452,90,986,419,466
1920598,14,9,1999,7,male,286,656,513,497,25,196,16,301,9
1053684,26,23,1987,10,male,217,697,425,512,210,144,77,368,133
1463119,14,20,1999,4,female,710,704,405,514,512,370,236,144,276
1719302,21,19,1992,2,male,622,685,551,492,783,309,464,183,319
1521754,18,20,1995,7,female,609,701,509,492,534,438,288,54,246
1050127,22,10,1991,8,female,530,651,288,490,311,457,262,33,49
1189018,36,12,1977,12,female,1242,694,276,497,584,413,239,84,345
1277120,19,20,1994,1,male,477,689,324,489,1092,486,1030,3,62
1954263,16,6,1997,1,male,206,644,368,540,1269,45,1014,495,255
1739616,25,27,1988,5,male,18,689,624,549,1677,78,392,471,1285
1408739,25,6,1988,3,female,1453,642,231,543,766,253,253,290,513
1919832,18,2,1995,8,male,410,690,567,541,284,523,131,18,153
1951128,24,3,1989,9,female,638,641,404,557,129,483,106,74,23
1249708,19,12,1994,11,female,533,688,366,556,678,501,548,55,130
1962226,25,26,1988,2,male,93,674,565,534,1252,534,1138,0,114
1243542,14,9,1999,4,female,271,713,300,567,981,51,287,516,694
1700616,20,11,1993,5,male,1106,706,480,607,129,376,79,231,50
2123544,18,1,1995,1,male,860,689,440,585,385,237,201,348,184
2072165,21,4,1992,10,male,405,668,421,593,1642,267,1070,326,572
1716822,16,26,1997,12,female,915,657,413,592,131,478,39,114,92
1318327,18,9,1995,8,female,486,661,527,581,286,524,256,57,30
1755134,15,19,1998,11,female,827,675,440,591,536,450,191,141,345
2162451,16,16,1997,4,male,285,705,289,590,397,556,88,34,309
1094415,24,24,1989,8,male,602,644,551,564,627,563,498,1,129
1844361,30,15,1983,4,female,1643,713,355,609,587,606,450,3,137
1388358,25,21,1988,9,female,552,711,581,572,319,572,199,0,120
1876243,31,7,1982,3,male,725,652,446,583,859,583,801,0,58
1739930,35,5,1978,1,female,860,704,64,582,461,582,445,0,16
1301922,27,28,1986,7,female,1860,703,473,642,771,250,414,392,357
2096743,24,13,1989,1,male,196,683,659,614,195,484,134,130,61
1027111,21,16,1992,8,male,231,640,532,642,614,607,385,35,229
1576875,27,14,1986,9,female,586,692,534,613,762,603,602,10,160
1017036,38,1,1975,12,male,356,683,499,640,455,469,298,171,157
1337842,20,27,1993,5,male,407,694,632,692,368,0,116,692,252
2062291,20,6,1993,5,female,258,703,490,710,629,13,401,697,228
2093774,19,2,1994,5,female,885,692,238,719,115,507,58,212,57
1712424,18,19,1995,7,female,467,647,499,683,129,294,92,389,37
1320354,22,22,1991,7,male,419,710,656,685,133,403,74,282,59
1844903,16,7,1997,7,male,627,659,448,723,638,417,297,306,341
1788221,17,9,1996,8,male,583,698,410,674,537,337,262,337,275
1900872,23,27,1990,12,female,482,720,439,670,517,220,162,450,355
1814458,24,5,1989,1,female,584,659,521,666,535,287,240,379,295
1894211,25,21,1988,2,female,695,710,587,718,598,416,409,302,189
1847803,20,2,1993,6,female,211,662,212,714,3133,394,1011,320,2122
1458527,20,6,1993,5,female,508,675,534,665,123,653,114,12,9
1500797,19,8,1994,12,female,225,691,500,705,974,605,809,100,165
1178752,25,23,1988,11,male,540,708,623,676,956,615,311,61,645
1173230,30,27,1983,9,female,775,649,362,687,557,676,422,11,135
1662111,19,12,1994,9,female,193,650,352,715,1678,642,1008,73,670
1000382,16,23,1997,1,male,465,703,310,665,888,665,672,0,216
2179339,17,10,1996,4,female,262,703,213,714,528,714,328,0,200
1916970,19,18,1994,5,male,409,717,510,714,729,714,573,0,156
1585746,19,17,1994,8,male,598,665,358,745,351,506,248,239,103
1926997,23,30,1990,9,female,700,678,425,765,1040,216,679,549,361
2037147,18,5,1995,9,female,800,716,455,796,1328,193,576,603,752
2005494,18,21,1995,1,female,411,703,276,770,564,583,220,187,344
1212208,19,23,1994,1,female,379,667,453,755,667,707,609,48,58
1658702,19,7,1994,8,male,299,664,292,793,686,776,471,17,215
1579356,15,28,1998,1,female,222,643,233,791,2500,717,1424,74,1076
2046806,15,22,1998,6,female,468,720,350,758,797,752,526,6,271
1411272,24,5,1989,6,female,365,652,225,758,736,752,293,6,443
1839404,15,25,1998,8,female,345,702,91,740,365,740,239,0,126
1373319,16,21,1997,12,male,251,642,248,794,669,794,500,0,169
1467431,18,25,1995,11,female,99,691,292,742,490,742,469,0,21
1823289,25,24,1988,1,female,494,716,165,778,534,778,401,0,133
1972927,15,24,1998,7,female,503,670,429,871,218,0,112,871,106
1382241,38,8,1975,9,female,1327,656,473,816,436,239,253,577,183
2080720,14,27,1999,7,female,172,681,404,870,754,478,464,392,290
1872507,15,26,1998,1,female,92,694,269,857,1170,287,181,570,989
1133539,21,23,1992,4,female,407,712,358,811,787,245,173,566,614
1124373,23,26,1990,2,female,1091,648,240,878,1591,303,912,575,679
1272813,16,27,1997,12,male,385,674,407,835,800,624,556,211,244
1359096,23,9,1990,12,female,280,675,622,857,589,743,374,114,215
1985586,19,6,1994,1,female,107,676,541,821,1854,696,1304,125,550
1834641,15,10,1998,1,female,531,700,407,806,771,804,476,2,295
1146791,16,2,1997,2,female,82,685,563,870,155,870,117,0,38
1455527,16,28,1997,3,female,358,653,351,841,407,841,360,0,47
1592881,32,23,1981,6,male,412,671,611,823,310,823,232,0,78
1716877,20,25,1993,4,female,327,708,201,844,1629,844,1575,0,54
1044825,23,27,1990,2,male,76,704,676,871,1628,871,1326,0,302
2009918,19,13,1994,5,male,337,659,586,954,418,121,266,833,152
2166003,19,19,1994,8,female,987,670,271,937,1123,528,697,409,426
2114608,20,16,1993,6,female,684,676,381,891,794,613,470,278,324
1849425,26,12,1987,8,female,1733,657,301,891,1529,368,888,523,641
1027350,18,1,1995,2,male,796,644,236,884,451,864,344,20,107
1190719,23,17,1990,10,male,222,692,424,884,533,653,217,231,316
1753790,14,30,1999,11,female,502,654,301,962,1025,712,415,250,610
2045855,13,19,2000,1,female,278,651,471,937,1131,857,625,80,506
2156427,18,3,1995,12,female,190,640,160,880,1977,657,1087,223,890
1877776,15,10,1998,6,female,516,642,258,922,1015,914,553,8,462
1820850,16,14,1997,8,female,307,652,277,897,713,895,159,2,554
1536933,33,19,1980,5,female,1777,660,306,967,632,958,417,9,215
1958062,20,7,1993,4,male,178,707,536,931,225,931,188,0,37
1222273,16,4,1997,12,female,598,670,224,1063,513,144,197,919,316
1054483,30,10,1983,9,female,718,710,260,1084,324,0,150,1084,174
1007921,17,18,1996,10,female,467,683,270,1051,930,96,293,955,637
1876725,19,26,1994,3,female,484,695,391,1125,1311,97,469,1028,842
1482396,19,19,1994,3,female,330,672,350,1037,1339,168,301,869,1038
1357913,29,28,1984,5,female,517,654,457,1053,909,137,182,916,727
1893571,15,15,1998,6,female,179,644,405,1033,611,457,249,576,362
1602478,26,10,1987,11,female,1082,686,470,1019,222,683,54,336,168
2094668,16,22,1997,1,female,866,647,449,1000,640,495,374,505,266
1438917,23,6,1990,12,female,1604,654,232,1089,1037,579,589,510,448
1162607,21,16,1992,2,female,375,643,391,1122,2046,493,967,629,1079
1941947,19,21,1994,3,male,720,665,491,1036,451,762,409,274,42
1910004,18,11,1995,11,male,888,701,346,1050,903,994,384,56,519
1852567,18,23,1995,2,female,59,714,593,1016,922,957,442,59,480
2103341,31,18,1982,9,male,838,719,342,1036,1043,972,922,64,121
1156122,18,18,1995,8,female,137,665,315,1054,2494,794,713,260,1781
2148259,40,21,1973,2,female,1926,670,317,1046,1572,907,1295,139,277
1959966,14,22,1999,2,male,210,694,369,1111,89,1109,74,2,15
2096383,18,12,1995,12,female,575,646,444,1014,660,1014,489,0,171
1259573,19,9,1994,7,female,1181,672,348,1045,1445,1045,1254,0,191
1085532,31,6,1982,2,female,608,711,68,1030,643,1030,399,0,244
1821608,18,5,1995,5,male,88,649,640,1162,1155,214,153,948,1002
1943540,23,26,1990,5,female,482,706,442,1273,1903,106,346,1167,1557
1686794,27,23,1986,9,male,1498,648,497,1187,1578,0,412,1187,1166
1596407,16,28,1997,8,female,351,658,512,1185,509,279,218,906,291
1612868,20,5,1993,3,female,466,651,586,1161,773,254,594,907,179
1083338,17,26,1996,4,female,31,652,45,1138,2913,426,858,712,2055
1030228,20,27,1993,10,female,81,701,409,1189,2069,378,1257,811,812
2168439,16,16,1997,1,female,790,685,266,1162,263,1096,206,66,57
1720535,17,27,1996,1,female,369,718,509,1195,441,1000,191,195,250
1375789,19,10,1994,8,female,1246,660,428,1139,257,968,121,171,136
2029723,15,28,1998,2,female,164,718,424,1149,2024,1064,1052,85,972
1560123,29,28,1984,8,female,1849,716,269,1175,2336,849,1717,326,619
1743019,15,2,1998,6,male,529,643,390,1263,544,1262,335,1,209
1027240,20,1,1993,9,female,165,655,521,1133,3018,1133,2787,0,231
2067061,34,18,1979,5,female,1340,659,368,1524,793,625,502,899,291
1962794,20,7,1993,6,female,677,671,420,1296,1641,455,447,841,1194
1058107,20,20,1993,9,female,324,721,357,1422,2080,790,627,632,1453
1018074,22,19,1991,11,female,261,665,297,1423,1794,453,747,970,1047
1913205,23,12,1990,4,female,624,700,332,1480,2149,890,612,590,1537
1226989,34,2,1979,4,female,73,695,594,1338,948,354,700,984,248
1874651,15,25,1998,3,female,458,669,559,1474,204,1454,123,20,81
1590032,17,19,1996,1,female,218,702,595,1291,507,1051,312,240,195
1987932,20,18,1993,9,female,604,647,438,1289,781,1161,179,128,602
1802319,19,7,1994,6,male,515,657,472,1436,914,1290,574,146,340
2114364,16,13,1997,1,female,536,721,414,1434,984,1432,939,2,45
2080835,15,24,1998,3,male,435,676,403,1291,265,1291,225,0,40
1987060,18,26,1995,6,female,389,690,378,1394,1019,1394,992,0,27
2123959,32,11,1981,11,female,749,696,453,1578,893,0,333,1578,560
1654590,22,1,1991,1,female,395,681,523,1816,835,1214,497,602,338
1707406,15,8,1998,2,female,339,681,288,1719,1145,513,437,1206,708
1068924,24,13,1989,7,female,118,644,526,1599,1635,524,748,1075,887
1619856,14,16,1999,4,female,494,651,400,1652,361,1566,244,86,117
2070802,15,6,1998,7,male,177,662,395,1814,390,1660,183,154,207
1810953,17,6,1996,11,female,128,695,395,1723,2062,1638,1869,85,193
1227189,23,11,1990,4,female,1369,685,285,1728,2170,1363,1579,365,591
1416700,32,24,1981,10,female,592,692,400,1630,1003,1189,574,441,429
1937572,16,26,1997,3,female,125,657,546,1561,710,1561,454,0,256
1216586,31,15,1982,7,female,298,658,554,1550,425,1550,387,0,38
1391040,18,26,1995,3,female,151,652,280,1552,1017,1552,805,0,212
1803607,23,12,1990,9,female,375,645,127,1669,2772,1669,2419,0,353
1276261,18,12,1995,4,male,873,701,376,2218,991,1361,808,857,183
1082716,18,3,1995,11,female,592,715,260,2022,2495,1443,1411,579,1084
1344510,18,12,1995,11,female,14,652,312,2083,2104,693,1241,1390,863
1149531,41,18,1972,8,female,983,716,349,2089,2700,982,1491,1107,1209
1700565,18,19,1995,12,male,816,716,523,2236,3858,691,1685,1545,2173
1411114,40,8,1973,7,female,1718,645,356,2342,3530,1537,2852,805,678
2061684,14,14,1999,2,female,420,700,370,1937,626,1793,425,144,201
1427539,15,18,1998,6,female,779,720,441,2093,382,2002,224,91,158
1014918,17,27,1996,8,female,800,682,568,2130,1237,1855,522,275,715
1747864,18,31,1995,8,male,261,656,521,2054,477,1965,446,89,31
1817569,14,10,1999,12,female,277,673,178,2190,2334,1588,1062,602,1272
2066065,16,28,1997,9,female,614,672,342,2105,2892,1552,2056,553,836
1051038,22,28,1991,10,female,403,667,261,2344,2646,2255,1657,89,989
1144932,24,1,1989,3,male,151,719,496,2101,1787,1753,1035,348,752
1068552,25,5,1988,2,female,112,662,497,2194,1035,2192,879,2,156
1185177,20,24,1993,7,female,377,718,522,2081,2241,2080,2148,1,93
1404679,26,24,1987,6,male,1109,698,518,1919,996,1919,929,0,67
1622994,17,5,1996,3,female,565,715,488,2917,1497,160,562,2757,935
1717159,21,1,1992,8,male,550,661,457,3160,1404,935,617,2225,787
2113356,20,2,1993,7,female,504,682,552,3038,169,2921,61,117,108
1310318,17,5,1996,7,female,713,702,352,2721,593,2682,229,39,364
2080950,18,12,1995,2,female,237,693,343,2872,535,2754,339,118,196
1730880,23,13,1990,3,male,313,668,625,2691,647,2120,401,571,246
1565140,21,6,1992,8,female,1659,643,384,2870,2408,2220,2031,650,377
1850075,15,24,1998,11,female,291,650,193,3098,164,3081,144,17,20
1990397,21,16,1992,2,male,446,691,521,3067,348,3058,271,9,77
1370944,18,3,1995,9,female,437,652,356,3518,1631,3517,1051,1,580
1060338,22,18,1991,11,female,633,717,285,2594,761,2579,409,15,352
1147777,22,4,1991,10,male,1295,708,286,5358,8712,31,3872,5327,4840
1829040,21,18,1992,2,female,331,686,510,5421,3135,3885,2196,1536,939
1916859,25,17,1988,1,female,62,685,498,4293,2816,1537,548,2756,2268
2000165,30,27,1983,1,female,700,642,373,4188,3671,2084,2384,2104,1287
2043030,26,2,1987,10,male,278,650,310,8802,1332,8571,921,231,411
1173522,16,18,1997,12,female,735,695,525,8104,3276,7090,2200,1014,1076
1232906,15,30,1998,8,male,177,691,51,9804,3763,9321,1758,483,2005
2175941,18,25,1995,2,male,2,640,299,5640,2542,4251,1587,1389,955
1220122,30,5,1983,1,female,871,680,233,7654,2478,6654,1365,1000,1113
1917123,17,20,1996,4,male,633,697,413,3901,2721,3622,2082,279,639
1548566,41,17,1972,5,female,1583,642,521,3818,2570,3800,1538,18,1032
1799582,17,28,1996,8,female,586,660,56,10849,5122,10849,4692,0,430
1602106,18,14,1995,3,female,709,652,303,11510,1939,11510,1795,0,144
1790812,35,4,1978,12,female,183,682,76,5880,1375,5880,1340,0,35
1329599,36,16,1977,9,male,315,710,205,3741,1885,3741,1528,0,357
1470629,25,8,1988,8,male,856,728,607,104,128,58,56,46,72
1115039,17,28,1996,6,female,279,783,285,102,235,86,96,16,139
1729186,24,7,1989,9,female,1532,726,244,104,507,76,410,28,97
1306228,21,23,1992,11,male,675,722,541,101,117,101,102,0,15
1098179,19,20,1994,7,female,547,737,238,101,177,101,89,0,88
1440251,23,16,1990,5,female,607,764,429,104,236,104,210,0,26
1315409,20,29,1993,10,female,500,743,498,108,51,7,15,101,36
1320366,16,17,1997,6,female,580,725,623,106,106,20,73,86,33
1407918,17,2,1996,5,female,560,802,499,105,149,40,50,65,99
1715021,18,12,1995,3,male,644,770,674,106,388,103,139,3,249
1284145,18,23,1995,7,male,513,825,254,108,37,108,23,0,14
1029497,20,20,1993,2,female,306,729,370,109,849,109,705,0,144
2104354,19,26,1994,6,male,624,823,643,113,122,105,104,8,18
1461217,31,8,1982,6,male,497,732,657,117,17,0,13,117,4
1463614,25,28,1988,4,male,654,736,229,118,302,19,152,99,150
1312504,25,10,1988,9,male,1005,781,458,117,377,41,176,76,201
1979221,21,20,1992,2,female,381,743,636,118,60,111,32,7,28
1063832,15,5,1998,12,female,424,734,376,115,151,84,125,31,26
1367571,16,11,1997,9,female,437,746,409,119,65,119,38,0,27
1168471,19,9,1994,5,male,533,790,395,114,105,114,55,0,50
1094293,19,1,1994,11,male,303,734,509,124,192,65,151,59,41
1345631,21,9,1992,9,male,729,756,214,121,453,79,303,42,150
1446003,24,20,1989,12,male,396,759,737,121,6,119,5,2,1
1324144,18,18,1995,7,female,690,803,351,123,218,119,107,4,111
1421198,21,9,1992,6,female,1667,772,454,120,308,119,220,1,88
1369947,18,19,1995,2,female,327,807,631,120,541,120,526,0,15
1838405,15,3,1998,4,male,699,725,612,130,133,16,64,114,69
1808179,15,16,1998,1,female,783,813,293,129,565,92,398,37,167
2045173,27,21,1986,4,female,1046,773,491,125,311,64,113,61,198
2183101,29,29,1984,3,female,722,743,473,129,505,46,434,83,71
2155468,21,24,1992,4,male,583,798,506,129,47,129,23,0,24
1633380,22,28,1991,10,female,833,745,480,125,29,125,15,0,14
1045786,26,14,1987,9,male,412,742,522,130,80,130,57,0,23
1189380,20,1,1993,11,male,1343,729,460,131,68,23,26,108,42
1704979,16,17,1997,12,male,439,829,419,136,443,36,300,100,143
1237861,20,25,1993,6,male,505,752,602,132,256,84,166,48,90
1207820,16,18,1997,5,female,242,817,635,136,74,136,62,0,12
2115278,18,4,1995,4,female,761,733,310,136,45,136,37,0,8
1577101,20,17,1993,7,male,869,799,521,131,83,131,75,0,8
1739446,21,23,1992,9,female,192,826,393,133,227,133,180,0,47
1840914,22,2,1991,4,male,502,760,670,141,68,0,31,141,37
1018771,25,17,1988,6,female,773,731,566,141,581,15,516,126,65
1635300,23,27,1990,3,female,467,756,462,139,162,39,98,100,64
1543501,29,19,1984,9,female,1229,729,421,140,100,33,35,107,65
1093968,17,20,1996,10,male,709,751,563,139,285,68,135,71,150
1466515,24,6,1989,8,female,1198,783,518,142,280,141,139,1,141
1752253,18,26,1995,7,female,265,788,459,143,54,143,43,0,11
1087643,18,23,1995,9,female,41,759,80,137,976,137,815,0,161
1524918,20,29,1993,5,female,637,757,271,147,205,61,131,86,74
2053589,18,25,1995,4,male,646,834,585,146,40,131,28,15,12
1925321,18,24,1995,7,male,199,785,691,144,22,144,17,0,5
2106002,16,5,1997,1,female,612,727,379,148,753,148,662,0,91
1486889,19,11,1994,11,female,477,730,457,145,306,145,192,0,114
1381859,16,25,1997,12,female,688,817,568,151,202,73,136,78,66
2123118,19,5,1994,1,female,519,722,376,151,509,64,210,87,299
1208384,19,13,1994,6,female,526,738,597,152,8,152,8,0,0
1904914,14,11,1999,1,male,391,766,703,162,17,10,9,152,8
1319971,19,22,1994,12,male,744,789,576,164,241,2,127,162,114
1337372,34,25,1979,12,female,799,813,392,164,110,0,36,164,74
1380956,35,6,1978,9,female,938,722,434,158,279,81,206,77,73
1682454,32,16,1981,5,female,409,805,485,161,309,145,119,16,190
1957657,13,13,2000,3,male,288,732,636,169,94,75,54,94,40
1395028,18,25,1995,11,male,310,734,650,169,243,82,123,87,120
1997728,20,13,1993,4,male,777,782,378,172,392,90,177,82,215
2156431,18,18,1995,11,female,314,727,136,169,16,156,10,13,6
2119405,19,5,1994,12,male,294,832,566,168,349,165,244,3,105
1934866,21,18,1992,11,male,512,778,644,168,97,168,79,0,18
1192319,19,29,1994,3,male,464,816,453,177,163,7,62,170,101
1140388,19,2,1994,5,male,559,739,449,178,163,53,99,125,64
1318181,19,22,1994,5,female,849,748,505,178,456,41,355,137,101
1098324,16,18,1997,11,female,342,791,140,173,225,171,173,2,52
2182517,18,16,1995,12,female,827,802,564,173,2113,161,1187,12,926
1143789,19,25,1994,6,male,470,789,352,175,404,131,126,44,278
2159962,19,23,1994,8,female,857,809,305,178,431,129,264,49,167
2082037,15,24,1998,2,female,535,834,393,177,107,177,89,0,18
1022436,21,18,1992,11,female,371,776,486,176,94,176,83,0,11
2049146,21,25,1992,3,female,338,801,381,181,88,181,74,0,14
2060213,15,5,1998,1,female,317,778,429,178,641,178,549,0,92
1917762,18,6,1995,1,female,522,785,299,173,427,173,407,0,20
2069810,27,16,1986,1,male,365,788,467,182,554,35,165,147,389
1855594,19,5,1994,8,male,556,748,560,190,37,186,24,4,13
1506505,36,5,1977,5,male,87,819,797,186,263,172,244,14,19
1443936,21,17,1992,8,male,1494,811,301,190,324,170,271,20,53
1248119,19,3,1994,4,male,412,814,697,187,54,187,26,0,28
1470180,17,14,1996,2,male,82,789,769,184,132,184,112,0,20
1751793,19,8,1994,8,male,557,819,626,188,121,188,99,0,22
1467983,19,8,1994,11,female,130,800,175,189,332,189,307,0,25
1716501,33,26,1980,4,female,318,763,408,185,282,185,260,0,22
1827501,13,18,2000,2,female,734,801,466,194,159,31,109,163,50
1984009,18,22,1995,7,female,528,725,328,192,221,12,102,180,119
1178280,16,21,1997,3,female,178,756,89,191,451,36,336,155,115
1782734,14,28,1999,2,female,504,767,328,193,65,167,40,26,25
1534925,24,24,1989,6,male,698,737,196,199,111,189,54,10,57
2078722,32,12,1981,10,male,1688,774,241,199,104,165,78,34,26
1559059,15,23,1998,3,female,570,744,309,199,194,191,139,8,55
1020248,18,4,1995,3,female,1575,732,450,195,746,176,372,19,374
1895147,15,2,1998,5,male,395,798,700,197,68,197,58,0,10
2123400,21,30,1992,11,male,316,725,639,199,87,199,84,0,3
1346221,25,4,1988,3,male,628,759,452,196,74,196,70,0,4
1297711,27,1,1986,9,female,887,823,377,194,791,194,632,0,159
1143073,20,16,1993,12,female,952,766,276,209,1162,3,555,206,607
1038967,21,13,1992,5,female,1674,776,411,202,452,55,198,147,254
1835792,23,20,1990,1,female,681,810,227,209,525,85,184,124,341
1231732,15,25,1998,7,female,354,750,244,211,214,157,156,54,58
1612289,18,4,1995,4,female,778,793,581,204,315,196,217,8,98
1396599,21,23,1992,9,male,1047,823,667,201,43,200,30,1,13
1724877,15,29,1998,8,male,344,771,391,208,31,208,22,0,9
1702597,19,12,1994,6,female,527,743,378,217,255,134,98,83,157
1851837,18,11,1995,9,female,718,748,323,218,613,151,220,67,393
1792898,23,7,1990,1,female,1517,759,310,216,103,197,66,19,37
1619133,16,2,1997,8,male,589,817,536,214,103,214,74,0,29
1519428,19,4,1994,4,male,408,751,621,220,129,220,93,0,36
1104250,20,17,1993,10,male,463,725,377,219,208,219,135,0,73
1030673,17,18,1996,2,male,805,804,575,231,249,160,140,71,109
2043703,18,27,1995,6,female,908,763,480,231,165,159,106,72,59
1347742,15,11,1998,2,male,168,822,429,223,360,48,201,175,159
2154376,18,7,1995,7,male,725,801,473,230,575,73,259,157,316
1823458,19,3,1994,10,female,512,786,237,232,595,61,308,171,287
1057340,22,28,1991,4,male,692,780,192,229,892,130,650,99,242
1116636,14,1,1999,1,male,150,832,651,230,29,200,23,30,6
1162698,19,16,1994,4,female,792,785,303,233,76,169,47,64,29
1113815,19,23,1994,1,male,493,811,708,229,215,217,180,12,35
2125472,42,4,1971,10,female,103,762,646,243,201,95,82,148,119
1582686,21,28,1992,3,female,394,804,231,234,568,54,268,180,300
1924042,21,19,1992,1,female,1376,740,466,236,92,206,57,30,35
1207172,21,8,1992,8,male,637,725,581,243,326,214,247,29,79
1856272,19,6,1994,1,female,528,728,440,237,442,189,300,48,142
1651473,33,5,1980,12,male,718,733,540,239,353,239,294,0,59
2100928,39,25,1974,7,female,560,775,159,256,213,45,125,211,88
1731671,34,11,1979,6,female,633,742,557,247,137,176,34,71,103
