"ID","Value"
231303,425
226231,280
210468,6500
180753,200
170309,280
228747,4400
234319,280
167697,400
104476,375
228454,450
242254,260
223082,650
192259,1000
241266,1000
234988,80
232382,675
206604,1000
187447,675
226804,325
240754,5500
220676,600
193098,4300
229412,625
243851,750
210123,675
177313,400
192540,1800
228009,140
234654,270
232289,675
245499,180
199809,3800
230896,190
242258,80
183895,7000
170514,575
210341,300
244001,230
221976,160
186135,875
243748,375
220834,54000
214181,375
228627,675
208324,975
230202,4800
186882,1000
221358,1000
208932,60
176793,190
221235,325
236935,4000
212714,1100
222645,975
167948,36000
223750,450
179822,375
213987,600
244167,170
198200,10500
238983,260
228302,9000
226112,110
224424,1500
242972,90
244356,130
216284,1900
235580,1300
240772,190
177099,525
215449,6000
210140,400
201374,825
212883,7000
239417,300
230893,130
212418,650
241237,775
245403,825
240386,60
195620,2300
231526,190
213281,300
206167,6000
232009,70
206506,2200
172560,300
228483,350
212976,425
235442,525
233021,120
230850,4900
210413,26500
237478,325
208165,900
232439,950
193865,525
208335,1800
232177,750
242643,425
18745,10
214748,375
215568,4300
190761,6500
245745,450
225273,825
229082,675
224887,400
184664,600
165738,325
244950,450
238511,500
164855,1800
228143,230
216172,190
241293,60
244132,80
214351,725
243943,210
245275,1400
230654,725
208364,3700
191637,325
242786,90
137987,300
195020,1200
201442,600
212212,10000
214331,800
169602,200
242681,250
172418,950
245341,180
168317,2000
239597,650
234095,160
184549,675
183665,280
195427,700
214752,325
204826,3900
210843,550
205533,600
236339,750
206463,2000
234875,4000
245862,50
239502,850
239042,180
202789,7000
222864,400
226108,6000
238009,120
202549,240
240737,180
229782,2600
213948,1200
221367,2400
223017,8000
231138,8000
238854,290
222994,12000
226946,575
184456,800
175956,100
245460,110
245216,425
230524,9500
235804,110
236321,375
184175,375
236536,230
231973,1100
244554,100
203848,1700
243762,325
222524,150
239019,80
221322,625
204987,775
241500,650
236588,425
237764,500
203455,4000
137410,550
135743,375
240316,1200
240128,400
213763,2000
238830,3200
239990,260
204785,525
178600,3100
232852,475
231969,11500
238969,240
181964,170
196953,950
198079,2400
201995,31500
215036,1000
216134,350
239005,170
246231,400
236946,150
200111,3700
214088,700
241248,525
239077,500
198017,1000
229610,625
229667,775
177389,400
244996,100
198147,700
202659,600
237075,2100
239106,2800
244822,300
232571,975
53655,190
233426,575
235166,150
171087,1000
233324,325
231344,975
124635,4400
194365,5500
245135,180
205288,475
234918,450
206414,6500
212491,7000
234163,1200
190139,825
180339,750
223268,725
221823,140
242720,350
239468,280
210951,1200
215758,950
223717,425
229332,1900
231936,500
233113,6000
198690,900
218298,1100
244519,140
228322,220
208977,4200
215363,900
240221,230
240555,100
235771,190
244959,60
244683,140
211117,42500
165190,2100
235213,500
217870,3400
230235,1800
229040,925
190620,450
244166,240
232209,825
204523,8000
201362,575
221618,2400
212756,375
206431,975
242924,190
234893,900
176605,1600
208679,1200
242074,190
198223,2100
204687,1900
242652,325
169919,350
223852,525
231273,70
244123,120
222118,160
183706,3200
243519,300
228685,280
209177,400
222583,525
140497,1100
213761,6000
229010,1300
215455,3200
169721,675
237102,375
237886,200
239307,350
164581,425
210319,500
212267,8500
242883,290
244703,525
156433,1600
245005,160
225502,3800
230416,325
186832,9500
239781,180
173208,10000
198717,28500
244068,180
243277,375
230415,1300
210494,1100
202050,2200
233403,775
244042,220
240553,100
208260,6500
231638,6000
139836,1300
222844,6500
244349,500
176994,5500
213302,3200
204222,375
218345,1100
171565,475
228970,250
234014,450
233413,2500
230391,325
125132,40
245003,280
237605,525
224315,1100
226580,725
208417,525
193569,2900
204787,550
190919,7500
204101,575
222449,160
198658,8500
208302,1100
222889,800
246033,300
236194,725
199568,3200
199663,3600
245176,90
240967,180
181559,1600
238222,1200
234631,160
178006,260
193177,3200
245806,260
210695,2600
192613,1400
237975,90
230003,180
189682,10000
198706,28500
189282,375
221351,375
232658,775
233163,625
229300,425
229819,475
214046,550
191331,120
235890,550
227427,180
221857,750
244941,290
214026,10500
230578,11000
176897,170
236316,425
231823,1600
199499,325
215155,3600
245894,500
233279,900
246016,80
234290,425
234764,675
225252,4300
53630,1200
246275,850
234904,675
188388,15000
224490,3700
210158,550
191572,600
201417,7000
200952,625
230250,6500
202040,825
241509,3100
223265,625
221363,12500
143112,300
239201,270
204333,625
224875,975
241256,170
232874,250
243576,1600
169078,4700
226626,3300
214967,1000
233221,200
233092,450
214039,190
185109,825
222620,575
231342,525
238913,250
181852,280
238971,1300
184789,7500
210700,525
183569,9000
244643,280
225410,6500
242759,110
239510,140
239744,5500
136113,2000
124337,725
243162,120
228774,1200
238619,875
245840,260
158937,525
215982,280
238504,1300
226855,375
191079,2400
245624,80
243792,1200
226724,725
181521,220
219626,4500
195861,12000
216390,675
224544,350
224921,4100
201016,3200
236037,750
218658,825
245508,110
178091,6000
190483,46500
231207,4100
193757,1100
199183,1800
188671,1000
52126,750
230448,2300
233049,14500
200701,650
146748,2000
242149,100
183574,21500
157503,4900
223053,2900
244823,50
202184,6000
183982,6500
233600,3900
192955,4000
191336,200
190149,9500
211300,42500
163342,475
238478,80
239739,90
225853,575
232682,600
184139,1400
236540,375
221669,40
186507,450
245751,180
242187,425
216262,60
243713,325
212165,325
244862,60
234741,1200
194431,425
192575,7000
237978,450
166848,150
173130,975
180755,130
231403,110
179811,1700
239010,1200
179909,375
236944,2600
214656,270
232643,1100
204773,350
216710,525
245526,650
230234,4500
212715,2800
242124,50
207531,1000
240218,60
240927,60
194846,5500
203845,450
245376,210
143001,5000
226542,750
246109,60
245720,60
230021,7000
227919,900
235464,350
237085,400
191684,200
203781,625
226014,110
184816,925
246196,100
238104,550
245931,60
244521,700
236905,325
245151,250
239402,500
203048,525
210532,825
227725,1200
238820,700
189508,6500
210698,775
229948,3500
194765,78000
206074,700
215056,3200
244489,290
246603,300
214136,4200
244085,350
183426,7000
241339,190
223792,550
163156,2100
213667,120
242276,140
225734,375
242619,1200
243703,400
209831,325
227903,3800
152031,170
224509,1000
214876,3400
180283,7500
203725,7000
140293,6000
243105,300
220943,850
182464,550
244557,120
172620,775
241620,110
243913,260
233148,775
227227,4200
183833,400
201939,9000
210171,2300
197954,1200
184749,5500
244352,60
243806,1400
221838,6500
236371,110
234016,725
240945,270
244110,375
112365,3300
237213,525
240802,1800
191437,260
243726,80
240511,850
232239,325
187132,7000
216078,1000
224547,150
208160,2200
241657,40
230225,6500
232822,150
178430,300
227174,3100
244372,325
162220,4400
227412,650
240903,300
246408,150
230186,4100
236074,220
198962,525
200917,500
231733,1100
213724,1100
213676,140
213480,4000
217391,650
203004,1500
234126,8000
242735,220
242415,120
181256,2700
184387,2500
235005,1200
218576,290
179592,825
210394,4500
243715,650
239706,525
192898,240
46857,280
161805,3100
158667,220
225696,4300
223214,1200
230801,290
242974,400
199550,6000
239435,110
230334,750
204494,170
225375,8000
235508,90
233794,1200
199669,7000
240835,290
203429,110
200770,2200
208024,1100
246285,400
182366,70
230183,6500
246548,100
192481,825
212608,650
241771,2300
213666,13000
234660,1100
245520,3500
150477,2800
199741,950
222236,290
162056,550
172780,1000
243523,325
2335,130
223736,700
223114,800
208916,950
190247,475
214436,3700
241453,100
223080,260
224158,5500
245781,150
236165,525
205431,12500
225541,3200
153066,200
238051,150
204814,375
201024,51000
189908,6500
215431,600
224981,700
193062,5500
116917,600
233866,7000
213951,700
240333,280
238784,1100
228761,3600
206411,9000
233096,8500
212546,575
235147,350
214008,210
205861,30
245455,50
191005,2200
190059,7500
224977,1800
182224,700
210184,300
220566,1400
216020,3800
231872,450
182489,150
234198,675
236811,120
191627,7000
239444,270
165485,550
229108,1000
242812,230
244120,300
240969,1100
190937,525
243893,140
228845,130
200663,375
238516,475
238595,750
210020,1200
230685,11000
193206,1000
176631,10
241166,3600
236757,450
216473,250
173521,15000
244281,160
184417,3200
216051,400
228928,120
238613,290
234574,4700
232085,550
191432,180
203749,750
243157,500
244524,140
240454,750
235036,1500
219689,775
240330,120
244767,350
235101,180
201895,5000
217710,2800
241574,80
179543,600
175851,1300
244588,650
235407,3900
221985,725
203310,350
212466,3000
215725,375
183744,270
243905,140
211231,1900
244739,600
220429,1800
243667,220
189680,2000
221853,475
210202,1000
204291,350
231184,1300
241027,425
244544,5500
229655,450
217852,3100
241929,875
186272,1800
204234,3600
226186,280
241058,325
243036,700
230314,750
244000,400
142329,725
200831,6500
193425,6500
194412,250
189596,45000
209218,1800
189944,700
241990,1300
211746,1100
221714,9000
233550,9500
245704,450
176636,775
198039,220
235502,1900
211237,270
138729,230
240894,140
204884,20000
210814,2300
221381,475
179947,800
202000,200
200228,8000
213113,4400
243991,400
208339,7000
245222,60
235995,375
235945,11500
239342,875
188490,750
232907,220
172522,17000
219216,4300
245491,575
237260,180
202873,1800
164610,270
215325,375
246227,40
244010,600
209830,825
177278,300
226518,3500
187498,1000
104900,10
212543,575
210832,900
184200,22000
205321,750
245536,200
176301,270
244176,650
212125,7000
220058,750
233543,425
242140,140
202061,6500
138782,1200
245853,150
138110,325
237256,875
229865,1100
220584,350
242572,450
235579,700
226723,500
216199,725
162053,600
213221,625
222737,31500
157734,325
243663,1200
232930,270
221924,700
229083,800
242956,140
200521,4700
207791,13000
171982,325
169710,1400
244466,1200
169896,170
217990,700
225439,10500
210868,775
219900,625
244471,50
244141,210
243951,130
193461,1100
173383,270
193524,325
233948,180
194718,2300
163050,1900
204388,750
155886,425
228082,1000
243478,800
204722,325
233639,500
200454,23500
243204,60
214158,4400
194924,1800
242272,130
244470,4100
193195,1100
179696,6000
237865,110
226416,625
182844,130
198751,1400
198264,3200
241301,1100
187478,2100
212214,4700
192728,850
240947,160
239397,1000
222114,180
231263,5500
234465,525
231650,500
164468,8500
138427,30
244253,7500
241403,650
47201,1800
222553,1500
239023,240
244250,675
221763,625
224461,3000
221774,1200
206070,650
215178,2100
232878,160
189077,775
243141,120
201066,2300
224302,575
170592,600
230774,1700
169938,1800
244508,220
237653,140
210566,850
241551,300
224266,375
217639,1600
245601,350
181685,70
193082,29500
246075,60
208596,30000
156535,800
243367,70
195036,1900
205122,550
238467,170
244415,160
204504,800
215414,1900
244054,325
237631,4900
211384,1400
180281,2400
229189,525
232388,1000
187205,1600
223271,425
232884,2100
181786,12500
200286,350
205019,160
231913,1300
190722,675
212197,5000
226781,725
235074,130
183578,700
189053,6500
221354,9500
185165,180
245841,1000
238941,625
244799,200
241096,1800
190201,450
202295,650
165502,270
140233,5000
239567,750
226109,130
234288,325
150516,6500
231706,1100
239782,4100
244958,60
210148,825
238803,600
168530,12500
239953,4000
244188,200
199986,7000
208513,900
230209,4900
207835,2500
204308,3700
198946,6000
245215,525
244272,500
201891,550
241918,170
186823,210
240328,170
